event_id,latitude,longitude,soil_ph,soil_organic_carbon,soil_texture,soil_moisture,data_source,data_quality
COOLR-SYN-0300,27.187486,95.428805,5.93,23.08,sandy loam,41.89,soilgrids_synthetic,simulated
COOLR-SYN-0301,27.342316,88.450644,5.07,56.78,clay loam,73.03,soilgrids_synthetic,simulated
COOLR-SYN-0302,25.435139,90.824019,6.38,48.05,clay loam,47.43,soilgrids_synthetic,simulated
COOLR-SYN-0303,23.204291,91.574376,4.75,7.66,clay loam,82.45,soilgrids_synthetic,simulated
COOLR-SYN-0304,23.777903,92.381941,5.11,22.22,sandy loam,62.08,soilgrids_synthetic,simulated
COOLR-SYN-0305,25.967915,94.580375,7.0,12.41,sandy loam,72.55,soilgrids_synthetic,simulated
COOLR-SYN-0306,27.27077,95.117443,6.73,11.55,clay loam,80.39,soilgrids_synthetic,simulated
COOLR-SYN-0307,25.7495,90.317919,5.19,4.06,sandy clay loam,78.94,soilgrids_synthetic,simulated
COOLR-SYN-0308,23.016363,92.941479,4.76,4.78,clay,45.84,soilgrids_synthetic,simulated
COOLR-SYN-0309,25.826465,93.662573,5.66,40.89,clay,45.87,soilgrids_synthetic,simulated
COOLR-SYN-0310,25.641322,90.168945,6.2,12.32,loam,70.09,soilgrids_synthetic,simulated
COOLR-SYN-0311,23.654445,91.298248,5.17,65.87,sandy clay loam,49.05,soilgrids_synthetic,simulated
COOLR-SYN-0312,23.555735,92.521431,4.68,0.02,clay loam,60.09,soilgrids_synthetic,simulated
COOLR-SYN-0313,24.644979,93.995233,5.55,0.4,clay,76.76,soilgrids_synthetic,simulated
COOLR-SYN-0314,23.827505,91.03932,6.74,25.0,clay loam,66.0,soilgrids_synthetic,simulated
COOLR-SYN-0315,25.330724,91.905191,6.78,4.42,sandy loam,45.73,soilgrids_synthetic,simulated
COOLR-SYN-0316,25.741899,90.567386,6.24,64.34,loam,32.01,soilgrids_synthetic,simulated
COOLR-SYN-0317,27.329616,88.544822,5.57,12.77,clay,35.53,soilgrids_synthetic,simulated
COOLR-SYN-0318,27.035168,88.72249,5.34,10.94,loam,60.05,soilgrids_synthetic,simulated
COOLR-SYN-0319,26.158609,94.708144,6.56,15.1,clay,76.11,soilgrids_synthetic,simulated
COOLR-SYN-0320,26.216808,93.717887,6.09,19.95,sandy loam,63.04,soilgrids_synthetic,simulated
COOLR-SYN-0321,26.557365,94.131514,5.22,19.43,loam,36.62,soilgrids_synthetic,simulated
COOLR-SYN-0322,25.68813,91.063047,5.89,3.39,clay loam,59.03,soilgrids_synthetic,simulated
COOLR-SYN-0323,23.267773,91.684018,4.99,2.64,loam,59.78,soilgrids_synthetic,simulated
COOLR-SYN-0324,27.038591,88.508561,6.05,12.63,clay loam,53.06,soilgrids_synthetic,simulated
COOLR-SYN-0325,27.590838,95.170021,4.73,1.92,clay loam,38.29,soilgrids_synthetic,simulated
COOLR-SYN-0326,25.767669,92.542221,5.79,68.15,sandy loam,55.62,soilgrids_synthetic,simulated
COOLR-SYN-0327,25.197325,94.285731,6.32,27.96,clay loam,42.56,soilgrids_synthetic,simulated
COOLR-SYN-0328,25.264477,94.104665,5.06,10.57,clay loam,78.06,soilgrids_synthetic,simulated
COOLR-SYN-0329,25.34904,91.882164,6.9,7.9,sandy clay loam,79.67,soilgrids_synthetic,simulated
COOLR-SYN-0330,25.86254,90.521496,6.49,5.85,clay loam,71.02,soilgrids_synthetic,simulated
COOLR-SYN-0331,23.426179,92.650241,6.74,12.64,sandy loam,65.75,soilgrids_synthetic,simulated
COOLR-SYN-0332,26.278165,94.186606,5.2,72.09,loam,40.66,soilgrids_synthetic,simulated
COOLR-SYN-0333,27.240682,93.282786,4.57,53.33,loam,51.86,soilgrids_synthetic,simulated
COOLR-SYN-0334,23.914963,91.031509,6.5,3.93,clay loam,54.35,soilgrids_synthetic,simulated
COOLR-SYN-0335,27.193126,88.364493,6.03,60.59,sandy loam,54.18,soilgrids_synthetic,simulated
COOLR-SYN-0336,26.630806,92.585235,5.46,165.93,silty clay loam,47.98,soilgrids_synthetic,simulated
COOLR-SYN-0337,26.589509,94.112975,5.62,14.15,sandy clay loam,34.3,soilgrids_synthetic,simulated
COOLR-SYN-0338,25.896607,94.196367,6.48,8.68,clay loam,54.22,soilgrids_synthetic,simulated
COOLR-SYN-0339,25.076033,94.032156,5.29,6.22,sandy loam,46.18,soilgrids_synthetic,simulated
COOLR-SYN-0340,25.636758,90.196353,5.46,30.75,sandy loam,51.75,soilgrids_synthetic,simulated
COOLR-SYN-0341,27.36873,88.535613,4.63,87.31,sandy loam,78.88,soilgrids_synthetic,simulated
COOLR-SYN-0342,23.011329,93.096156,6.26,37.95,clay loam,49.09,soilgrids_synthetic,simulated
COOLR-SYN-0343,23.644984,92.928216,6.91,3.86,sandy clay loam,62.7,soilgrids_synthetic,simulated
COOLR-SYN-0344,24.745738,94.383847,6.98,0.22,clay loam,44.94,soilgrids_synthetic,simulated
COOLR-SYN-0345,26.237549,93.75698,5.62,4.72,sandy clay loam,54.64,soilgrids_synthetic,simulated
COOLR-SYN-0346,23.427275,92.819983,5.34,60.47,sandy loam,44.71,soilgrids_synthetic,simulated
COOLR-SYN-0347,25.65353,90.39576,5.67,7.25,clay loam,77.06,soilgrids_synthetic,simulated
COOLR-SYN-0348,23.969086,91.212328,6.02,32.26,sandy loam,32.86,soilgrids_synthetic,simulated
COOLR-SYN-0349,27.334177,88.163037,4.71,68.37,loam,83.92,soilgrids_synthetic,simulated
COOLR-SYN-0350,28.032464,94.635195,4.95,3.46,sandy loam,57.43,soilgrids_synthetic,simulated
COOLR-SYN-0351,23.204374,91.840291,5.54,14.94,sandy clay loam,53.67,soilgrids_synthetic,simulated
COOLR-SYN-0352,26.147572,94.579899,6.56,4.18,loam,50.35,soilgrids_synthetic,simulated
COOLR-SYN-0353,23.565285,91.128566,6.28,9.85,clay loam,68.38,soilgrids_synthetic,simulated
COOLR-SYN-0354,26.181694,92.831952,6.01,4.22,loam,38.83,soilgrids_synthetic,simulated
COOLR-SYN-0355,27.183275,93.008145,6.66,14.3,clay loam,53.39,soilgrids_synthetic,simulated
COOLR-SYN-0356,26.307376,93.778406,4.57,11.53,loam,61.24,soilgrids_synthetic,simulated
COOLR-SYN-0357,23.725361,91.327159,4.96,12.08,loam,42.16,soilgrids_synthetic,simulated
COOLR-SYN-0358,23.805017,91.21718,6.2,16.25,loam,55.13,soilgrids_synthetic,simulated
COOLR-SYN-0359,25.911437,94.658203,6.78,11.66,sandy loam,66.73,soilgrids_synthetic,simulated
COOLR-SYN-0360,23.101828,92.659419,6.26,5.06,loam,72.26,soilgrids_synthetic,simulated
COOLR-SYN-0361,25.136944,93.842672,5.67,1.09,clay loam,40.09,soilgrids_synthetic,simulated
COOLR-SYN-0362,26.068949,94.559202,4.61,8.76,silty clay loam,36.53,soilgrids_synthetic,simulated
COOLR-SYN-0363,27.426557,88.323191,5.99,39.42,clay loam,78.54,soilgrids_synthetic,simulated
COOLR-SYN-0364,27.517955,95.094257,5.68,21.32,clay loam,82.89,soilgrids_synthetic,simulated
COOLR-SYN-0365,25.193458,93.869163,4.84,39.21,clay,63.83,soilgrids_synthetic,simulated
COOLR-SYN-0366,24.607165,93.823423,6.72,32.38,sandy clay loam,55.19,soilgrids_synthetic,simulated
COOLR-SYN-0367,25.057259,92.102333,5.36,36.1,clay loam,68.66,soilgrids_synthetic,simulated
COOLR-SYN-0368,26.588308,94.036104,5.58,24.32,loam,81.06,soilgrids_synthetic,simulated
COOLR-SYN-0369,26.472068,94.100679,5.79,4.58,loam,40.11,soilgrids_synthetic,simulated
COOLR-SYN-0370,25.149052,91.238878,4.62,37.79,loam,31.04,soilgrids_synthetic,simulated
COOLR-SYN-0371,23.7858,91.035676,6.34,0.96,sandy loam,67.15,soilgrids_synthetic,simulated
COOLR-SYN-0372,27.329449,88.69662,5.97,11.59,sandy loam,53.67,soilgrids_synthetic,simulated
COOLR-SYN-0373,27.708692,88.330062,6.38,6.27,clay loam,55.17,soilgrids_synthetic,simulated
COOLR-SYN-0374,25.120036,91.368336,5.77,42.27,loam,55.16,soilgrids_synthetic,simulated
COOLR-SYN-0375,25.212274,93.847802,5.73,4.08,sandy clay loam,45.1,soilgrids_synthetic,simulated
COOLR-SYN-0376,26.491056,94.541312,6.12,66.17,clay loam,59.06,soilgrids_synthetic,simulated
COOLR-SYN-0377,23.852251,92.441076,6.66,25.3,loam,47.76,soilgrids_synthetic,simulated
COOLR-SYN-0378,23.491109,92.513273,4.69,26.34,loam,47.0,soilgrids_synthetic,simulated
COOLR-SYN-0379,27.506916,92.033154,4.62,30.3,clay,79.93,soilgrids_synthetic,simulated
COOLR-SYN-0380,25.639007,92.449569,4.54,33.02,sandy loam,68.22,soilgrids_synthetic,simulated
COOLR-SYN-0381,27.605003,91.7562,6.16,9.06,sandy loam,65.96,soilgrids_synthetic,simulated
COOLR-SYN-0382,25.446489,92.947694,4.57,27.58,clay,84.09,soilgrids_synthetic,simulated
COOLR-SYN-0383,26.370458,94.231615,5.55,11.23,sandy loam,53.95,soilgrids_synthetic,simulated
COOLR-SYN-0384,24.751217,94.432181,6.24,7.45,loam,65.28,soilgrids_synthetic,simulated
COOLR-SYN-0385,26.569519,93.927218,5.45,25.75,silty clay loam,35.97,soilgrids_synthetic,simulated
COOLR-SYN-0386,25.441562,90.457033,6.06,70.46,clay,50.31,soilgrids_synthetic,simulated
COOLR-SYN-0387,25.237342,94.37202,4.91,55.95,clay,76.35,soilgrids_synthetic,simulated
COOLR-SYN-0388,26.560779,94.443532,5.51,0.61,silty clay loam,64.39,soilgrids_synthetic,simulated
COOLR-SYN-0389,26.185608,94.578075,6.22,24.25,sandy loam,50.28,soilgrids_synthetic,simulated
COOLR-SYN-0390,26.532628,94.53688,4.58,68.92,clay loam,72.55,soilgrids_synthetic,simulated
COOLR-SYN-0391,27.873862,91.917674,5.1,10.49,loam,70.5,soilgrids_synthetic,simulated
COOLR-SYN-0392,27.580967,91.738933,5.39,10.64,sandy loam,66.2,soilgrids_synthetic,simulated
COOLR-SYN-0393,23.755369,91.332443,6.36,31.79,sandy loam,72.38,soilgrids_synthetic,simulated
COOLR-SYN-0394,26.027049,94.854326,6.63,30.21,sandy loam,31.67,soilgrids_synthetic,simulated
COOLR-SYN-0395,25.264346,91.596465,6.8,3.99,sandy loam,78.55,soilgrids_synthetic,simulated
COOLR-SYN-0396,23.170667,92.56145,5.36,26.97,sandy clay loam,31.97,soilgrids_synthetic,simulated
COOLR-SYN-0397,27.109436,94.927682,4.94,8.97,clay loam,32.29,soilgrids_synthetic,simulated
COOLR-SYN-0398,26.709383,92.988275,5.02,1.17,loam,78.62,soilgrids_synthetic,simulated
COOLR-SYN-0399,27.586511,88.793293,5.11,1.32,loam,63.35,soilgrids_synthetic,simulated
COOLR-SYN-0400,25.039514,92.399086,4.59,5.93,sandy clay loam,79.31,soilgrids_synthetic,simulated
COOLR-SYN-0401,25.660488,92.819329,4.89,20.68,sandy loam,74.97,soilgrids_synthetic,simulated
COOLR-SYN-0402,25.697971,91.442798,5.58,5.15,sandy clay loam,72.37,soilgrids_synthetic,simulated
COOLR-SYN-0403,23.311937,92.70442,4.99,53.19,silty clay loam,51.98,soilgrids_synthetic,simulated
COOLR-SYN-0404,25.457742,91.389196,4.98,0.25,clay,55.38,soilgrids_synthetic,simulated
COOLR-SYN-0405,22.794008,92.710896,5.98,34.97,loam,70.04,soilgrids_synthetic,simulated
COOLR-SYN-0406,27.722245,91.733169,5.34,2.17,sandy loam,34.61,soilgrids_synthetic,simulated
COOLR-SYN-0407,24.948219,94.026896,6.3,13.89,sandy loam,74.84,soilgrids_synthetic,simulated
COOLR-SYN-0408,25.926748,90.514395,5.19,17.59,loam,36.85,soilgrids_synthetic,simulated
COOLR-SYN-0409,24.708345,93.642326,6.15,24.44,sandy clay loam,67.63,soilgrids_synthetic,simulated
COOLR-SYN-0410,23.917037,92.773283,4.57,6.63,sandy clay loam,81.39,soilgrids_synthetic,simulated
COOLR-SYN-0411,23.126416,92.54227,5.01,57.41,loam,65.58,soilgrids_synthetic,simulated
COOLR-SYN-0412,25.206105,91.888713,5.94,6.93,loam,42.79,soilgrids_synthetic,simulated
COOLR-SYN-0413,27.161993,92.924412,6.0,84.18,clay,63.18,soilgrids_synthetic,simulated
COOLR-SYN-0414,25.682166,91.216671,6.83,7.8,sandy loam,65.45,soilgrids_synthetic,simulated
COOLR-SYN-0415,25.542099,90.917154,5.8,16.17,loam,56.03,soilgrids_synthetic,simulated
COOLR-SYN-0416,24.369156,93.99369,6.09,5.88,clay,65.18,soilgrids_synthetic,simulated
COOLR-SYN-0417,25.257396,90.89337,5.87,21.44,sandy clay loam,41.96,soilgrids_synthetic,simulated
COOLR-SYN-0418,27.04203,93.089913,6.63,23.3,clay loam,68.62,soilgrids_synthetic,simulated
COOLR-SYN-0419,26.633441,93.702834,5.98,10.01,clay loam,57.36,soilgrids_synthetic,simulated
COOLR-SYN-0420,26.323508,92.779415,5.99,34.08,clay loam,77.42,soilgrids_synthetic,simulated
COOLR-SYN-0421,23.833152,91.201635,4.94,7.6,loam,71.9,soilgrids_synthetic,simulated
COOLR-SYN-0422,24.788087,94.161728,6.62,44.57,sandy loam,35.11,soilgrids_synthetic,simulated
COOLR-SYN-0423,23.697613,91.469483,5.21,19.89,loam,48.18,soilgrids_synthetic,simulated
COOLR-SYN-0424,25.599841,91.131477,5.07,3.95,sandy loam,56.11,soilgrids_synthetic,simulated
COOLR-SYN-0425,26.787905,94.486683,4.76,31.08,loam,48.92,soilgrids_synthetic,simulated
COOLR-SYN-0426,27.572122,88.360768,5.6,67.59,clay loam,75.32,soilgrids_synthetic,simulated
COOLR-SYN-0427,26.213622,93.917535,4.53,0.68,sandy loam,58.55,soilgrids_synthetic,simulated
COOLR-SYN-0428,27.875127,91.962094,5.8,1.44,sandy loam,47.96,soilgrids_synthetic,simulated
COOLR-SYN-0429,25.273105,94.373269,5.4,1.26,sandy loam,41.59,soilgrids_synthetic,simulated
COOLR-SYN-0430,24.33189,93.901898,4.73,70.06,loam,71.58,soilgrids_synthetic,simulated
COOLR-SYN-0431,25.352625,91.669664,5.2,34.18,clay,37.87,soilgrids_synthetic,simulated
COOLR-SYN-0432,26.367147,94.037113,5.04,8.87,sandy loam,33.7,soilgrids_synthetic,simulated
COOLR-SYN-0433,24.223494,93.938192,5.76,20.93,loam,33.0,soilgrids_synthetic,simulated
COOLR-SYN-0434,28.394788,94.867647,6.83,56.01,sandy clay loam,74.71,soilgrids_synthetic,simulated
COOLR-SYN-0435,25.927932,90.006111,5.53,48.2,sandy loam,73.83,soilgrids_synthetic,simulated
COOLR-SYN-0436,27.726265,91.883381,5.7,2.61,loam,82.19,soilgrids_synthetic,simulated
COOLR-SYN-0437,23.421764,92.982796,6.73,27.38,loam,30.85,soilgrids_synthetic,simulated
COOLR-SYN-0438,25.407859,91.131603,5.95,13.91,loam,32.2,soilgrids_synthetic,simulated
COOLR-SYN-0439,27.161946,92.78918,6.95,4.62,sandy clay loam,44.87,soilgrids_synthetic,simulated
COOLR-SYN-0440,25.560815,90.030035,6.59,74.42,loam,81.25,soilgrids_synthetic,simulated
COOLR-SYN-0441,27.208221,88.29847,6.87,10.57,sandy clay loam,56.94,soilgrids_synthetic,simulated
COOLR-SYN-0442,24.315069,93.980165,5.86,15.49,sandy loam,53.05,soilgrids_synthetic,simulated
COOLR-SYN-0443,25.695629,90.789538,6.92,19.43,clay,72.55,soilgrids_synthetic,simulated
COOLR-SYN-0444,22.692904,92.509077,5.5,19.19,loam,70.0,soilgrids_synthetic,simulated
COOLR-SYN-0445,27.041215,88.822841,5.85,81.17,clay,46.67,soilgrids_synthetic,simulated
COOLR-SYN-0446,27.707093,91.912763,5.11,41.82,sandy loam,39.45,soilgrids_synthetic,simulated
COOLR-SYN-0447,25.173527,92.10649,5.41,8.65,clay loam,75.93,soilgrids_synthetic,simulated
COOLR-SYN-0448,24.790857,94.103368,5.58,24.26,clay loam,60.24,soilgrids_synthetic,simulated
COOLR-SYN-0449,24.576809,94.431726,5.64,11.62,loam,66.48,soilgrids_synthetic,simulated
COOLR-SYN-0450,26.114987,94.939836,5.11,24.64,sandy clay loam,34.23,soilgrids_synthetic,simulated
COOLR-SYN-0451,26.136778,94.429648,6.73,12.07,loam,31.05,soilgrids_synthetic,simulated
COOLR-SYN-0452,23.564112,92.249158,6.2,46.48,sandy loam,56.46,soilgrids_synthetic,simulated
COOLR-SYN-0453,25.100382,91.831161,5.55,2.82,sandy clay loam,72.35,soilgrids_synthetic,simulated
COOLR-SYN-0454,23.094255,92.755249,6.81,7.92,clay loam,83.56,soilgrids_synthetic,simulated
COOLR-SYN-0455,27.488989,88.643104,4.6,53.41,clay loam,41.24,soilgrids_synthetic,simulated
COOLR-SYN-0456,25.563703,92.692841,5.17,16.4,loam,49.42,soilgrids_synthetic,simulated
COOLR-SYN-0457,23.495224,91.402445,6.55,8.28,loam,39.7,soilgrids_synthetic,simulated
COOLR-SYN-0458,26.391438,94.267798,4.55,15.72,clay loam,53.82,soilgrids_synthetic,simulated
COOLR-SYN-0459,27.595247,88.736231,4.87,63.12,loam,57.91,soilgrids_synthetic,simulated
COOLR-SYN-0460,27.846185,94.469822,6.02,39.69,clay loam,44.07,soilgrids_synthetic,simulated
COOLR-SYN-0461,25.36292,91.35614,4.58,14.25,clay loam,53.36,soilgrids_synthetic,simulated
COOLR-SYN-0462,25.578652,90.999086,4.51,4.84,silty clay loam,76.12,soilgrids_synthetic,simulated
COOLR-SYN-0463,26.227247,94.266831,6.69,60.3,clay,34.65,soilgrids_synthetic,simulated
COOLR-SYN-0464,24.431858,93.675549,5.63,15.23,sandy loam,65.91,soilgrids_synthetic,simulated
COOLR-SYN-0465,26.372052,94.949253,4.56,14.97,clay loam,58.42,soilgrids_synthetic,simulated
COOLR-SYN-0466,27.58923,91.565785,5.33,3.68,loam,79.53,soilgrids_synthetic,simulated
COOLR-SYN-0467,26.248443,94.709748,4.92,11.57,clay,67.64,soilgrids_synthetic,simulated
COOLR-SYN-0468,25.409447,92.20829,4.56,16.71,loam,76.01,soilgrids_synthetic,simulated
COOLR-SYN-0469,25.913958,90.537562,6.03,34.06,loam,65.42,soilgrids_synthetic,simulated
COOLR-SYN-0470,23.681463,91.250463,6.6,21.37,clay,80.71,soilgrids_synthetic,simulated
COOLR-SYN-0471,25.195952,91.468073,4.88,9.27,clay loam,71.88,soilgrids_synthetic,simulated
COOLR-SYN-0472,26.291126,93.677818,6.53,28.95,clay loam,48.03,soilgrids_synthetic,simulated
COOLR-SYN-0473,27.099095,88.635416,6.57,64.65,clay,46.62,soilgrids_synthetic,simulated
COOLR-SYN-0474,23.237129,92.438194,6.28,2.83,sandy clay loam,37.36,soilgrids_synthetic,simulated
COOLR-SYN-0475,27.002656,88.280667,6.9,63.65,clay loam,49.26,soilgrids_synthetic,simulated
COOLR-SYN-0476,27.673435,88.576341,5.19,4.6,silty clay loam,64.21,soilgrids_synthetic,simulated
COOLR-SYN-0477,25.729285,90.014014,5.72,9.03,clay loam,71.55,soilgrids_synthetic,simulated
COOLR-SYN-0478,24.587585,94.431092,5.62,26.06,clay loam,32.26,soilgrids_synthetic,simulated
COOLR-SYN-0479,26.438038,94.416665,5.81,15.76,clay,74.85,soilgrids_synthetic,simulated
COOLR-SYN-0480,23.598492,91.209514,4.94,10.95,sandy loam,46.97,soilgrids_synthetic,simulated
COOLR-SYN-0481,25.641216,91.348012,5.3,69.04,loam,76.77,soilgrids_synthetic,simulated
COOLR-SYN-0482,27.290106,88.378384,5.33,4.74,clay,30.7,soilgrids_synthetic,simulated
COOLR-SYN-0483,26.22473,94.129387,5.43,21.44,silty clay loam,69.09,soilgrids_synthetic,simulated
COOLR-SYN-0484,25.49238,91.388356,6.88,5.78,sandy loam,48.36,soilgrids_synthetic,simulated
COOLR-SYN-0485,23.688231,92.863766,4.64,32.42,silty clay loam,31.44,soilgrids_synthetic,simulated
COOLR-SYN-0486,22.648409,92.548587,6.06,36.26,clay loam,82.29,soilgrids_synthetic,simulated
COOLR-SYN-0487,24.580766,94.692775,5.24,26.55,clay,73.22,soilgrids_synthetic,simulated
COOLR-SYN-0488,26.026,94.508801,5.32,16.78,clay,83.47,soilgrids_synthetic,simulated
COOLR-SYN-0489,23.597673,91.678705,6.33,3.16,sandy clay loam,61.19,soilgrids_synthetic,simulated
COOLR-SYN-0490,26.625678,92.7984,5.38,26.49,clay loam,46.6,soilgrids_synthetic,simulated
COOLR-SYN-0491,27.493038,95.075206,6.6,42.92,clay loam,44.23,soilgrids_synthetic,simulated
COOLR-SYN-0492,23.508119,91.315061,6.04,7.72,loam,73.14,soilgrids_synthetic,simulated
COOLR-SYN-0493,26.456554,94.722241,5.57,1.15,sandy clay loam,37.87,soilgrids_synthetic,simulated
COOLR-SYN-0494,26.593476,94.760096,5.27,21.48,clay loam,50.81,soilgrids_synthetic,simulated
COOLR-SYN-0495,26.653341,94.081193,6.79,9.17,silty clay loam,33.4,soilgrids_synthetic,simulated
COOLR-SYN-0496,26.29703,94.039027,5.17,67.82,clay loam,54.97,soilgrids_synthetic,simulated
COOLR-SYN-0497,23.683806,91.500256,4.54,41.85,sandy clay loam,30.91,soilgrids_synthetic,simulated
COOLR-SYN-0498,22.741724,92.894884,6.12,5.65,sandy clay loam,84.07,soilgrids_synthetic,simulated
COOLR-SYN-0499,23.474075,92.648513,6.52,12.78,sandy loam,45.14,soilgrids_synthetic,simulated
COOLR-SYN-0500,24.822649,94.478323,6.26,4.25,sandy loam,60.76,soilgrids_synthetic,simulated
COOLR-SYN-0501,25.299792,92.135895,6.38,0.6,loam,47.94,soilgrids_synthetic,simulated
COOLR-SYN-0502,26.928579,92.955598,4.98,30.08,loam,64.16,soilgrids_synthetic,simulated
COOLR-SYN-0503,25.940747,90.297207,5.78,10.55,clay loam,44.39,soilgrids_synthetic,simulated
COOLR-SYN-0504,27.518731,88.263437,5.49,3.79,loam,64.49,soilgrids_synthetic,simulated
COOLR-SYN-0505,26.203139,94.005398,5.57,2.42,clay loam,84.85,soilgrids_synthetic,simulated
COOLR-SYN-0506,25.176526,92.117398,4.88,2.82,loam,32.98,soilgrids_synthetic,simulated
COOLR-SYN-0507,25.307736,92.662364,6.19,10.09,sandy loam,38.92,soilgrids_synthetic,simulated
COOLR-SYN-0508,22.739424,92.884072,5.98,11.26,sandy loam,54.77,soilgrids_synthetic,simulated
COOLR-SYN-0509,26.707017,93.293336,6.25,82.96,sandy loam,49.79,soilgrids_synthetic,simulated
COOLR-SYN-0510,27.430881,91.707405,4.68,25.03,sandy clay loam,33.91,soilgrids_synthetic,simulated
COOLR-SYN-0511,27.270764,94.973903,6.49,6.96,clay loam,71.94,soilgrids_synthetic,simulated
COOLR-SYN-0512,27.134176,95.15828,6.24,6.16,sandy clay loam,68.9,soilgrids_synthetic,simulated
COOLR-SYN-0513,25.212854,92.2929,6.38,47.77,sandy loam,73.33,soilgrids_synthetic,simulated
COOLR-SYN-0514,27.425359,88.250326,4.83,23.97,clay loam,54.61,soilgrids_synthetic,simulated
COOLR-SYN-0515,27.431546,88.345043,5.36,6.84,sandy loam,58.35,soilgrids_synthetic,simulated
COOLR-SYN-0516,25.932075,93.824429,6.56,12.67,loam,65.86,soilgrids_synthetic,simulated
COOLR-SYN-0517,23.113458,92.585203,4.73,2.68,clay,55.38,soilgrids_synthetic,simulated
COOLR-SYN-0518,23.191205,92.539695,6.2,15.97,sandy loam,32.73,soilgrids_synthetic,simulated
COOLR-SYN-0519,26.220613,94.112277,6.85,13.94,loam,70.57,soilgrids_synthetic,simulated
COOLR-SYN-0520,26.184663,94.808357,4.85,8.43,sandy loam,71.18,soilgrids_synthetic,simulated
COOLR-SYN-0521,27.685934,91.787544,4.96,27.25,sandy loam,30.58,soilgrids_synthetic,simulated
COOLR-SYN-0522,23.517835,92.59669,6.77,6.65,clay loam,48.24,soilgrids_synthetic,simulated
COOLR-SYN-0523,26.695691,94.253949,5.7,30.11,clay loam,75.21,soilgrids_synthetic,simulated
COOLR-SYN-0524,26.402602,94.502727,5.46,35.45,loam,40.31,soilgrids_synthetic,simulated
COOLR-SYN-0525,23.753194,91.825613,6.01,0.47,clay loam,75.24,soilgrids_synthetic,simulated
COOLR-SYN-0526,24.572596,93.683082,6.1,33.69,sandy clay loam,65.16,soilgrids_synthetic,simulated
COOLR-SYN-0527,24.624899,94.390007,5.89,49.35,clay,41.14,soilgrids_synthetic,simulated
COOLR-SYN-0528,23.60292,92.431931,4.71,14.77,loam,37.84,soilgrids_synthetic,simulated
COOLR-SYN-0529,24.779391,94.043147,5.87,72.12,loam,59.76,soilgrids_synthetic,simulated
COOLR-SYN-0530,27.531819,91.700023,5.79,2.3,loam,73.17,soilgrids_synthetic,simulated
COOLR-SYN-0531,26.683657,93.982509,5.19,17.19,sandy clay loam,57.96,soilgrids_synthetic,simulated
COOLR-SYN-0532,27.760712,91.761075,5.78,2.68,loam,44.05,soilgrids_synthetic,simulated
COOLR-SYN-0533,26.765342,94.110247,5.61,20.45,clay loam,43.25,soilgrids_synthetic,simulated
COOLR-SYN-0534,27.419989,95.311055,4.81,2.53,silty clay loam,63.98,soilgrids_synthetic,simulated
COOLR-SYN-0535,23.448768,92.324079,5.39,44.22,clay loam,39.69,soilgrids_synthetic,simulated
COOLR-SYN-0536,23.493399,91.771735,6.86,5.46,clay loam,39.61,soilgrids_synthetic,simulated
COOLR-SYN-0537,23.429528,92.227148,4.96,0.83,loam,43.21,soilgrids_synthetic,simulated
COOLR-SYN-0538,24.420344,93.718387,4.61,2.06,silty clay loam,71.27,soilgrids_synthetic,simulated
COOLR-SYN-0539,26.341869,93.935319,6.6,7.91,silty clay loam,33.04,soilgrids_synthetic,simulated
COOLR-SYN-0540,27.409343,95.020036,4.91,35.93,silty clay loam,45.4,soilgrids_synthetic,simulated
COOLR-SYN-0541,26.1812,93.80042,6.28,43.89,clay loam,30.96,soilgrids_synthetic,simulated
COOLR-SYN-0542,24.728373,94.218188,5.93,44.77,clay loam,70.64,soilgrids_synthetic,simulated
COOLR-SYN-0543,25.722035,91.068251,5.88,45.88,sandy loam,78.94,soilgrids_synthetic,simulated
COOLR-SYN-0544,26.214876,93.858994,6.19,14.98,clay loam,35.99,soilgrids_synthetic,simulated
COOLR-SYN-0545,26.309903,94.461864,4.8,10.74,sandy clay loam,42.02,soilgrids_synthetic,simulated
COOLR-SYN-0546,22.724975,93.099528,6.06,6.53,clay loam,53.09,soilgrids_synthetic,simulated
COOLR-SYN-0547,23.246717,92.580376,6.93,6.39,clay loam,54.16,soilgrids_synthetic,simulated
COOLR-SYN-0548,24.93817,94.188906,6.46,59.12,sandy loam,32.58,soilgrids_synthetic,simulated
COOLR-SYN-0549,23.683236,92.679167,6.16,8.39,sandy loam,49.33,soilgrids_synthetic,simulated
COOLR-SYN-0550,27.165817,88.820284,6.21,20.0,loam,57.95,soilgrids_synthetic,simulated
COOLR-SYN-0551,23.580982,91.061263,5.56,6.08,silty clay loam,58.46,soilgrids_synthetic,simulated
COOLR-SYN-0552,25.981115,90.35332,6.13,12.89,loam,42.74,soilgrids_synthetic,simulated
COOLR-SYN-0553,25.35624,92.778858,5.98,8.36,sandy clay loam,59.96,soilgrids_synthetic,simulated
COOLR-SYN-0554,25.028942,94.201246,5.14,22.56,sandy loam,72.94,soilgrids_synthetic,simulated
COOLR-SYN-0555,27.218025,88.374463,5.29,16.09,loam,63.23,soilgrids_synthetic,simulated
COOLR-SYN-0556,24.263756,93.776376,4.68,4.37,silty clay loam,71.46,soilgrids_synthetic,simulated
COOLR-SYN-0557,23.541095,91.174381,4.58,9.93,loam,74.38,soilgrids_synthetic,simulated
