event_id,latitude,longitude,date,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,data_source,data_quality
COOLR-SYN-0289,25.283073,92.773468,2015-11-11,0.02,0.52,0.82,1.1,1.45,1.96,0.022,gpm_synthetic,simulated
COOLR-SYN-0290,25.083248,94.471494,2018-10-11,0.74,11.79,10.69,28.56,34.68,39.34,0.744,gpm_synthetic,simulated
COOLR-SYN-0291,27.505146,92.035496,2021-04-26,2.58,9.25,8.82,50.64,143.11,276.03,2.576,gpm_synthetic,simulated
COOLR-SYN-0292,23.648507,91.890346,2014-01-02,0.16,1.52,4.31,14.0,16.44,25.06,0.159,gpm_synthetic,simulated
COOLR-SYN-0293,25.286509,91.486853,2021-04-10,1.08,6.31,9.78,12.45,17.54,40.79,1.075,gpm_synthetic,simulated
COOLR-SYN-0294,27.281879,93.119678,2008-06-21,0.36,13.88,30.09,20.97,45.62,61.59,0.356,gpm_synthetic,simulated
COOLR-SYN-0295,26.665114,93.901942,2014-07-25,0.01,33.47,53.72,43.96,49.02,100.85,0.011,gpm_synthetic,simulated
COOLR-SYN-0296,26.915645,88.202715,2007-10-23,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,simulated
COOLR-SYN-0297,25.202749,91.495359,2012-04-27,1.11,0.33,36.12,40.54,69.95,128.96,1.105,gpm_synthetic,simulated
COOLR-SYN-0298,27.029077,95.37871,2013-08-21,17.14,16.3,272.36,120.4,226.29,259.88,17.141,gpm_synthetic,simulated
COOLR-SYN-0299,24.574482,94.558584,2016-11-12,2.83,2.21,13.84,31.01,36.42,67.29,2.828,gpm_synthetic,simulated
COOLR-SYN-0300,27.187486,95.428805,2008-10-19,0.91,11.83,3.5,30.09,31.59,38.44,0.915,gpm_synthetic,simulated
COOLR-SYN-0301,27.342316,88.450644,2008-08-14,0.16,1.7,4.64,3.98,6.85,16.1,0.157,gpm_synthetic,simulated
COOLR-SYN-0302,25.435139,90.824019,2014-03-17,0.51,0.15,12.36,7.91,14.19,49.25,0.514,gpm_synthetic,simulated
COOLR-SYN-0303,23.204291,91.574376,2008-08-15,1.26,1.33,8.13,48.9,60.58,250.05,1.259,gpm_synthetic,simulated
COOLR-SYN-0304,23.777903,92.381941,2012-05-10,0.07,18.38,5.44,30.15,31.16,69.72,0.068,gpm_synthetic,simulated
COOLR-SYN-0305,25.967915,94.580375,2022-02-18,0.02,0.35,2.61,2.32,2.99,7.34,0.019,gpm_synthetic,simulated
COOLR-SYN-0306,27.27077,95.117443,2022-09-21,1.91,24.84,22.79,76.25,82.31,144.8,1.91,gpm_synthetic,simulated
COOLR-SYN-0307,25.7495,90.317919,2018-07-12,0.14,0.2,2.76,2.49,5.53,8.17,0.138,gpm_synthetic,simulated
COOLR-SYN-0308,23.016363,92.941479,2014-08-12,7.89,7.35,17.22,85.68,104.6,423.01,7.888,gpm_synthetic,simulated
COOLR-SYN-0309,25.826465,93.662573,2009-08-04,7.72,30.51,5.23,114.98,137.0,1262.67,7.716,gpm_synthetic,simulated
COOLR-SYN-0310,25.641322,90.168945,2007-06-08,5.98,15.78,115.11,163.58,169.38,407.82,5.977,gpm_synthetic,simulated
COOLR-SYN-0311,23.654445,91.298248,2008-07-14,0.18,7.7,14.53,41.56,63.04,204.21,0.184,gpm_synthetic,simulated
COOLR-SYN-0312,23.555735,92.521431,2019-02-18,1.09,1.02,7.39,12.48,13.28,42.97,1.089,gpm_synthetic,simulated
COOLR-SYN-0313,24.644979,93.995233,2010-12-10,0.13,1.32,10.59,10.3,15.14,30.98,0.127,gpm_synthetic,simulated
COOLR-SYN-0314,23.827505,91.03932,2018-04-06,0.1,0.05,0.94,2.2,2.62,4.31,0.101,gpm_synthetic,simulated
COOLR-SYN-0315,25.330724,91.905191,2013-10-10,0.89,3.34,6.07,17.63,34.82,54.16,0.887,gpm_synthetic,simulated
COOLR-SYN-0316,25.741899,90.567386,2020-07-22,2.12,8.95,7.72,72.25,105.82,190.25,2.122,gpm_synthetic,simulated
COOLR-SYN-0317,27.329616,88.544822,2013-02-03,0.02,1.62,0.0,2.84,5.51,6.3,0.016,gpm_synthetic,simulated
COOLR-SYN-0318,27.035168,88.72249,2010-12-08,1.19,4.34,14.48,18.24,45.73,74.77,1.191,gpm_synthetic,simulated
COOLR-SYN-0319,26.158609,94.708144,2012-07-15,2.04,8.02,49.78,81.81,94.96,416.19,2.037,gpm_synthetic,simulated
COOLR-SYN-0320,26.216808,93.717887,2020-03-03,1.56,1.29,15.02,10.79,14.13,54.77,1.558,gpm_synthetic,simulated
COOLR-SYN-0321,26.557365,94.131514,2017-07-09,0.32,20.81,8.95,197.38,318.25,567.14,0.316,gpm_synthetic,simulated
COOLR-SYN-0322,25.68813,91.063047,2011-02-10,3.73,6.6,18.13,24.61,29.4,41.84,3.729,gpm_synthetic,simulated
COOLR-SYN-0323,23.267773,91.684018,2008-08-02,0.3,0.85,0.07,3.03,6.63,20.38,0.301,gpm_synthetic,simulated
COOLR-SYN-0324,27.038591,88.508561,2010-09-16,1.61,18.7,46.97,39.97,60.44,174.57,1.611,gpm_synthetic,simulated
COOLR-SYN-0325,27.590838,95.170021,2014-07-06,3.06,5.96,2.83,62.26,90.22,466.05,3.059,gpm_synthetic,simulated
COOLR-SYN-0326,25.767669,92.542221,2019-04-13,0.9,0.73,60.45,42.55,48.92,243.45,0.896,gpm_synthetic,simulated
COOLR-SYN-0327,25.197325,94.285731,2014-02-27,0.02,0.13,0.32,6.19,10.49,17.17,0.018,gpm_synthetic,simulated
COOLR-SYN-0328,25.264477,94.104665,2020-10-03,0.85,9.17,2.78,11.67,12.89,47.1,0.846,gpm_synthetic,simulated
COOLR-SYN-0329,25.34904,91.882164,2020-08-08,0.61,11.02,8.51,80.94,87.66,105.81,0.608,gpm_synthetic,simulated
COOLR-SYN-0330,25.86254,90.521496,2015-09-07,0.37,43.33,20.39,53.72,104.67,377.34,0.366,gpm_synthetic,simulated
COOLR-SYN-0331,23.426179,92.650241,2019-09-24,3.07,22.78,31.17,51.21,73.58,116.64,3.072,gpm_synthetic,simulated
COOLR-SYN-0332,26.278165,94.186606,2018-07-27,0.09,0.85,7.87,8.84,13.37,16.3,0.089,gpm_synthetic,simulated
COOLR-SYN-0333,27.240682,93.282786,2009-09-26,0.27,1.37,0.48,25.05,37.35,47.6,0.27,gpm_synthetic,simulated
COOLR-SYN-0334,23.914963,91.031509,2009-04-19,7.05,33.18,6.23,66.01,91.78,169.22,7.047,gpm_synthetic,simulated
COOLR-SYN-0335,27.193126,88.364493,2008-09-08,0.78,3.92,3.98,12.27,25.29,35.67,0.778,gpm_synthetic,simulated
COOLR-SYN-0336,26.630806,92.585235,2017-10-23,0.79,0.09,23.13,29.28,32.94,186.28,0.79,gpm_synthetic,simulated
COOLR-SYN-0337,26.589509,94.112975,2009-07-20,0.65,2.16,3.34,23.47,36.38,80.02,0.647,gpm_synthetic,simulated
COOLR-SYN-0338,25.896607,94.196367,2021-04-17,0.0,0.04,0.01,0.03,0.05,0.07,0.0,gpm_synthetic,simulated
COOLR-SYN-0339,25.076033,94.032156,2007-02-10,0.01,1.48,0.67,4.19,8.54,12.55,0.008,gpm_synthetic,simulated
COOLR-SYN-0340,25.636758,90.196353,2009-02-20,1.25,0.56,5.82,12.37,39.3,69.26,1.253,gpm_synthetic,simulated
COOLR-SYN-0341,27.36873,88.535613,2016-03-18,1.77,4.89,0.52,42.5,50.29,109.23,1.767,gpm_synthetic,simulated
COOLR-SYN-0342,23.011329,93.096156,2020-05-20,0.08,0.84,1.24,4.82,5.47,7.52,0.081,gpm_synthetic,simulated
COOLR-SYN-0343,23.644984,92.928216,2021-07-05,0.52,0.75,67.42,49.37,65.74,130.63,0.518,gpm_synthetic,simulated
COOLR-SYN-0344,24.745738,94.383847,2007-05-11,1.16,1.53,0.51,5.41,5.95,19.45,1.16,gpm_synthetic,simulated
COOLR-SYN-0345,26.237549,93.75698,2009-07-12,0.14,0.87,0.83,1.53,3.81,4.7,0.14,gpm_synthetic,simulated
COOLR-SYN-0346,23.427275,92.819983,2018-11-25,0.0,0.01,0.02,0.06,0.1,0.24,0.002,gpm_synthetic,simulated
COOLR-SYN-0347,25.65353,90.39576,2007-08-04,0.3,0.16,11.94,18.97,24.31,42.86,0.305,gpm_synthetic,simulated
COOLR-SYN-0348,23.969086,91.212328,2012-06-07,1.12,0.39,19.25,16.18,28.58,41.66,1.117,gpm_synthetic,simulated
COOLR-SYN-0349,27.334177,88.163037,2015-05-26,0.11,0.24,21.04,7.92,13.44,71.49,0.109,gpm_synthetic,simulated
COOLR-SYN-0350,28.032464,94.635195,2022-05-21,0.32,1.18,1.1,6.4,11.94,30.84,0.316,gpm_synthetic,simulated
COOLR-SYN-0351,23.204374,91.840291,2010-06-10,0.03,28.06,2.16,32.57,53.5,92.81,0.033,gpm_synthetic,simulated
COOLR-SYN-0352,26.147572,94.579899,2021-08-04,0.6,8.17,9.3,54.76,72.88,189.71,0.597,gpm_synthetic,simulated
COOLR-SYN-0353,23.565285,91.128566,2015-09-25,2.16,3.79,44.75,28.61,35.68,93.07,2.157,gpm_synthetic,simulated
COOLR-SYN-0354,26.181694,92.831952,2017-10-13,0.1,0.01,1.29,0.95,1.02,4.07,0.102,gpm_synthetic,simulated
COOLR-SYN-0355,27.183275,93.008145,2019-06-01,0.03,2.33,7.59,7.98,12.88,23.95,0.032,gpm_synthetic,simulated
COOLR-SYN-0356,26.307376,93.778406,2011-07-21,0.02,7.39,10.78,14.74,18.5,27.41,0.022,gpm_synthetic,simulated
COOLR-SYN-0357,23.725361,91.327159,2017-11-14,0.13,0.17,0.7,1.53,2.73,4.46,0.133,gpm_synthetic,simulated
COOLR-SYN-0358,23.805017,91.21718,2016-07-02,0.41,0.2,0.05,4.24,15.89,19.4,0.406,gpm_synthetic,simulated
COOLR-SYN-0359,25.911437,94.658203,2012-09-03,0.28,0.36,2.19,7.31,8.13,18.03,0.284,gpm_synthetic,simulated
COOLR-SYN-0360,23.101828,92.659419,2022-04-12,0.1,0.12,0.13,0.57,0.69,0.9,0.096,gpm_synthetic,simulated
COOLR-SYN-0361,25.136944,93.842672,2012-08-03,1.61,1.65,10.93,15.69,26.56,35.14,1.607,gpm_synthetic,simulated
COOLR-SYN-0362,26.068949,94.559202,2007-09-20,0.11,41.89,23.05,52.94,57.94,118.55,0.114,gpm_synthetic,simulated
COOLR-SYN-0363,27.426557,88.323191,2015-06-15,1.74,19.9,31.75,36.97,52.0,108.89,1.741,gpm_synthetic,simulated
COOLR-SYN-0364,27.517955,95.094257,2022-08-21,0.19,8.91,7.95,30.68,64.96,95.54,0.189,gpm_synthetic,simulated
COOLR-SYN-0365,25.193458,93.869163,2012-02-11,0.95,19.13,2.38,18.71,26.05,53.76,0.954,gpm_synthetic,simulated
COOLR-SYN-0366,24.607165,93.823423,2022-02-08,1.39,10.64,0.18,19.46,29.98,58.01,1.39,gpm_synthetic,simulated
COOLR-SYN-0367,25.057259,92.102333,2009-10-03,0.01,3.07,10.25,9.06,21.47,23.57,0.014,gpm_synthetic,simulated
COOLR-SYN-0368,26.588308,94.036104,2012-12-19,0.56,2.33,0.54,3.66,5.23,12.72,0.563,gpm_synthetic,simulated
COOLR-SYN-0369,26.472068,94.100679,2021-06-11,0.2,3.07,8.62,9.62,33.28,49.81,0.204,gpm_synthetic,simulated
COOLR-SYN-0370,25.149052,91.238878,2016-04-22,0.99,3.45,2.42,37.55,76.15,105.45,0.986,gpm_synthetic,simulated
COOLR-SYN-0371,23.7858,91.035676,2021-11-27,0.04,0.2,0.46,3.71,4.42,18.01,0.037,gpm_synthetic,simulated
COOLR-SYN-0372,27.329449,88.69662,2020-09-03,1.59,0.37,108.65,54.83,133.47,421.74,1.593,gpm_synthetic,simulated
COOLR-SYN-0373,27.708692,88.330062,2010-04-07,1.01,0.99,17.86,33.11,35.74,75.64,1.009,gpm_synthetic,simulated
COOLR-SYN-0374,25.120036,91.368336,2011-06-07,0.4,1.21,13.64,23.66,27.74,28.58,0.395,gpm_synthetic,simulated
COOLR-SYN-0375,25.212274,93.847802,2013-02-08,0.05,0.56,0.58,2.5,2.52,7.98,0.052,gpm_synthetic,simulated
COOLR-SYN-0376,26.491056,94.541312,2007-02-01,0.03,0.24,2.01,1.81,1.92,2.3,0.027,gpm_synthetic,simulated
COOLR-SYN-0377,23.852251,92.441076,2019-10-11,2.41,0.73,14.92,16.95,27.63,33.64,2.405,gpm_synthetic,simulated
COOLR-SYN-0378,23.491109,92.513273,2007-09-27,7.51,9.62,19.84,83.12,155.41,790.59,7.515,gpm_synthetic,simulated
COOLR-SYN-0379,27.506916,92.033154,2018-12-06,0.29,1.1,1.06,5.97,10.89,20.44,0.286,gpm_synthetic,simulated
COOLR-SYN-0380,25.639007,92.449569,2016-08-17,0.86,17.76,72.96,46.68,74.09,187.08,0.855,gpm_synthetic,simulated
COOLR-SYN-0381,27.605003,91.7562,2007-05-17,0.35,3.81,14.18,18.89,52.78,106.99,0.351,gpm_synthetic,simulated
COOLR-SYN-0382,25.446489,92.947694,2009-08-25,3.96,38.83,23.56,55.44,135.66,294.99,3.957,gpm_synthetic,simulated
COOLR-SYN-0383,26.370458,94.231615,2015-01-27,0.08,1.6,3.14,3.51,3.51,4.09,0.078,gpm_synthetic,simulated
COOLR-SYN-0384,24.751217,94.432181,2010-10-09,2.87,30.28,66.08,47.77,53.34,85.54,2.867,gpm_synthetic,simulated
COOLR-SYN-0385,26.569519,93.927218,2013-08-12,0.54,2.72,0.72,32.18,78.55,160.95,0.54,gpm_synthetic,simulated
COOLR-SYN-0386,25.441562,90.457033,2018-08-04,0.47,37.44,19.93,147.73,271.16,878.05,0.47,gpm_synthetic,simulated
COOLR-SYN-0387,25.237342,94.37202,2016-09-11,0.08,3.91,2.79,6.11,8.62,30.64,0.078,gpm_synthetic,simulated
COOLR-SYN-0388,26.560779,94.443532,2010-06-23,1.02,5.26,11.33,24.55,30.99,41.04,1.018,gpm_synthetic,simulated
COOLR-SYN-0389,26.185608,94.578075,2022-08-19,5.57,6.31,220.13,124.18,174.11,639.9,5.569,gpm_synthetic,simulated
COOLR-SYN-0390,26.532628,94.53688,2018-05-27,0.07,1.23,0.87,5.44,7.17,14.52,0.072,gpm_synthetic,simulated
COOLR-SYN-0391,27.873862,91.917674,2011-09-05,0.26,2.45,21.36,11.53,12.84,76.55,0.259,gpm_synthetic,simulated
COOLR-SYN-0392,27.580967,91.738933,2015-08-14,0.89,7.18,36.57,34.5,77.06,133.32,0.888,gpm_synthetic,simulated
COOLR-SYN-0393,23.755369,91.332443,2009-09-05,1.96,7.69,12.96,101.3,136.27,715.68,1.959,gpm_synthetic,simulated
COOLR-SYN-0394,26.027049,94.854326,2012-06-17,1.37,67.79,6.83,123.96,177.98,526.97,1.375,gpm_synthetic,simulated
COOLR-SYN-0395,25.264346,91.596465,2022-05-19,0.23,1.02,0.91,4.25,4.87,5.39,0.227,gpm_synthetic,simulated
COOLR-SYN-0396,23.170667,92.56145,2011-07-11,2.43,57.22,187.39,101.18,107.13,758.61,2.432,gpm_synthetic,simulated
COOLR-SYN-0397,27.109436,94.927682,2021-06-18,1.96,8.35,5.91,56.56,69.18,218.92,1.958,gpm_synthetic,simulated
COOLR-SYN-0398,26.709383,92.988275,2020-10-26,2.55,1.4,0.43,22.99,48.1,49.41,2.546,gpm_synthetic,simulated
COOLR-SYN-0399,27.586511,88.793293,2008-08-21,0.69,2.39,0.41,8.1,10.88,12.06,0.69,gpm_synthetic,simulated
COOLR-SYN-0400,25.039514,92.399086,2017-06-06,0.03,1.34,0.75,2.77,2.8,4.91,0.031,gpm_synthetic,simulated
COOLR-SYN-0401,25.660488,92.819329,2018-09-24,5.77,5.04,19.98,55.96,84.99,445.79,5.773,gpm_synthetic,simulated
COOLR-SYN-0402,25.697971,91.442798,2007-05-08,1.46,5.42,5.26,11.86,15.31,80.14,1.463,gpm_synthetic,simulated
COOLR-SYN-0403,23.311937,92.70442,2016-07-06,13.52,37.36,50.3,177.31,196.45,1052.32,13.519,gpm_synthetic,simulated
COOLR-SYN-0404,25.457742,91.389196,2013-08-01,1.21,9.73,1.31,107.61,118.48,783.88,1.211,gpm_synthetic,simulated
COOLR-SYN-0405,22.794008,92.710896,2022-08-23,0.41,2.83,2.31,17.86,23.14,40.36,0.412,gpm_synthetic,simulated
COOLR-SYN-0406,27.722245,91.733169,2008-06-16,0.02,0.46,1.55,2.62,4.33,17.84,0.021,gpm_synthetic,simulated
COOLR-SYN-0407,24.948219,94.026896,2016-09-15,0.07,4.9,2.59,6.64,9.14,25.37,0.07,gpm_synthetic,simulated
COOLR-SYN-0408,25.926748,90.514395,2010-06-18,12.87,27.26,65.48,121.87,145.04,461.97,12.866,gpm_synthetic,simulated
COOLR-SYN-0409,24.708345,93.642326,2019-08-09,0.1,0.4,9.89,17.72,25.05,32.35,0.102,gpm_synthetic,simulated
COOLR-SYN-0410,23.917037,92.773283,2009-08-27,8.6,2.91,37.75,180.26,416.84,1659.11,8.601,gpm_synthetic,simulated
COOLR-SYN-0411,23.126416,92.54227,2009-09-02,0.1,1.15,3.59,1.83,2.08,2.47,0.096,gpm_synthetic,simulated
COOLR-SYN-0412,25.206105,91.888713,2011-07-20,0.95,3.72,6.57,20.77,32.65,34.34,0.952,gpm_synthetic,simulated
COOLR-SYN-0413,27.161993,92.924412,2015-08-20,5.07,13.68,36.82,88.43,112.47,117.16,5.072,gpm_synthetic,simulated
COOLR-SYN-0414,25.682166,91.216671,2011-08-24,0.4,7.3,3.07,34.61,60.33,193.1,0.398,gpm_synthetic,simulated
COOLR-SYN-0415,25.542099,90.917154,2009-08-22,1.07,7.08,8.72,19.65,28.92,65.1,1.072,gpm_synthetic,simulated
COOLR-SYN-0416,24.369156,93.99369,2013-07-05,0.02,3.35,9.08,11.77,17.89,48.85,0.023,gpm_synthetic,simulated
COOLR-SYN-0417,25.257396,90.89337,2010-03-27,0.73,1.39,0.5,16.11,16.73,33.53,0.733,gpm_synthetic,simulated
COOLR-SYN-0418,27.04203,93.089913,2021-01-17,0.16,0.51,0.67,3.59,11.3,14.51,0.16,gpm_synthetic,simulated
COOLR-SYN-0419,26.633441,93.702834,2016-07-22,6.33,90.3,30.03,106.71,109.8,112.85,6.326,gpm_synthetic,simulated
COOLR-SYN-0420,26.323508,92.779415,2017-07-14,26.65,363.35,121.01,350.0,2315.09,3451.47,26.651,gpm_synthetic,simulated
COOLR-SYN-0421,23.833152,91.201635,2019-07-10,0.51,0.48,2.53,14.11,23.47,77.54,0.506,gpm_synthetic,simulated
COOLR-SYN-0422,24.788087,94.161728,2013-05-15,0.82,4.06,1.6,26.21,36.67,79.2,0.824,gpm_synthetic,simulated
COOLR-SYN-0423,23.697613,91.469483,2013-09-24,1.05,1.46,34.91,137.09,145.73,176.37,1.052,gpm_synthetic,simulated
COOLR-SYN-0424,25.599841,91.131477,2012-07-23,4.41,104.2,201.64,148.12,226.74,1348.49,4.409,gpm_synthetic,simulated
COOLR-SYN-0425,26.787905,94.486683,2021-02-11,1.96,7.23,8.53,15.39,17.47,67.87,1.962,gpm_synthetic,simulated
COOLR-SYN-0426,27.572122,88.360768,2017-04-02,2.71,9.23,10.23,40.7,45.58,252.99,2.715,gpm_synthetic,simulated
COOLR-SYN-0427,26.213622,93.917535,2015-08-11,17.41,36.91,4.66,68.42,78.68,91.77,17.413,gpm_synthetic,simulated
COOLR-SYN-0428,27.875127,91.962094,2020-04-21,0.25,1.82,1.13,5.83,9.1,22.4,0.246,gpm_synthetic,simulated
COOLR-SYN-0429,25.273105,94.373269,2014-09-25,4.21,52.43,31.18,45.56,52.38,94.27,4.21,gpm_synthetic,simulated
COOLR-SYN-0430,24.33189,93.901898,2022-08-26,0.37,15.0,22.87,31.23,54.71,58.11,0.37,gpm_synthetic,simulated
COOLR-SYN-0431,25.352625,91.669664,2015-09-14,1.9,8.48,1.68,68.3,70.84,83.25,1.9,gpm_synthetic,simulated
COOLR-SYN-0432,26.367147,94.037113,2016-06-10,0.23,2.99,14.33,18.37,19.42,46.1,0.233,gpm_synthetic,simulated
COOLR-SYN-0433,24.223494,93.938192,2020-06-01,4.11,62.93,71.44,106.67,129.29,192.05,4.11,gpm_synthetic,simulated
COOLR-SYN-0434,28.394788,94.867647,2020-08-22,25.1,181.41,365.35,152.94,276.98,601.42,25.096,gpm_synthetic,simulated
COOLR-SYN-0435,25.927932,90.006111,2018-07-04,7.89,11.57,141.95,260.38,375.39,514.4,7.894,gpm_synthetic,simulated
COOLR-SYN-0436,27.726265,91.883381,2015-07-16,1.18,0.18,70.82,47.86,71.88,91.64,1.184,gpm_synthetic,simulated
COOLR-SYN-0437,23.421764,92.982796,2021-11-12,2.83,0.68,2.43,18.16,37.67,124.61,2.834,gpm_synthetic,simulated
COOLR-SYN-0438,25.407859,91.131603,2012-09-09,4.05,14.22,97.57,300.28,594.05,2133.09,4.049,gpm_synthetic,simulated
COOLR-SYN-0439,27.161946,92.78918,2018-07-23,8.65,41.97,9.27,117.76,175.79,688.49,8.653,gpm_synthetic,simulated
COOLR-SYN-0440,25.560815,90.030035,2021-08-07,0.01,0.08,0.01,0.16,0.27,0.58,0.013,gpm_synthetic,simulated
COOLR-SYN-0441,27.208221,88.29847,2011-09-26,0.24,0.16,0.12,5.18,6.45,16.88,0.238,gpm_synthetic,simulated
COOLR-SYN-0442,24.315069,93.980165,2011-07-16,0.15,0.83,3.28,3.4,11.63,14.25,0.151,gpm_synthetic,simulated
COOLR-SYN-0443,25.695629,90.789538,2021-08-15,12.39,40.79,40.48,209.85,272.59,360.61,12.394,gpm_synthetic,simulated
COOLR-SYN-0444,22.692904,92.509077,2009-11-11,0.11,1.26,2.94,2.01,2.24,8.29,0.114,gpm_synthetic,simulated
COOLR-SYN-0445,27.041215,88.822841,2013-08-20,0.47,25.48,26.62,67.37,101.3,116.99,0.467,gpm_synthetic,simulated
COOLR-SYN-0446,27.707093,91.912763,2012-07-11,4.38,12.02,19.08,73.38,98.46,99.14,4.382,gpm_synthetic,simulated
COOLR-SYN-0447,25.173527,92.10649,2020-06-21,1.23,151.76,168.19,83.15,221.89,258.58,1.232,gpm_synthetic,simulated
COOLR-SYN-0448,24.790857,94.103368,2021-09-11,0.87,3.85,77.55,58.94,76.82,324.01,0.871,gpm_synthetic,simulated
COOLR-SYN-0449,24.576809,94.431726,2015-12-09,0.49,7.38,1.15,11.73,15.19,16.24,0.494,gpm_synthetic,simulated
COOLR-SYN-0450,26.114987,94.939836,2013-08-11,16.8,7.8,118.13,100.93,134.63,320.04,16.8,gpm_synthetic,simulated
COOLR-SYN-0451,26.136778,94.429648,2011-07-05,1.74,19.06,12.16,124.58,214.88,671.25,1.744,gpm_synthetic,simulated
COOLR-SYN-0452,23.564112,92.249158,2018-02-15,0.67,4.37,29.21,21.79,30.72,57.29,0.67,gpm_synthetic,simulated
COOLR-SYN-0453,25.100382,91.831161,2012-08-13,0.38,0.15,11.36,19.08,39.32,142.33,0.38,gpm_synthetic,simulated
COOLR-SYN-0454,23.094255,92.755249,2018-08-09,0.16,15.15,24.49,75.54,115.84,121.59,0.163,gpm_synthetic,simulated
COOLR-SYN-0455,27.488989,88.643104,2012-09-14,0.75,7.71,3.36,14.64,14.9,62.97,0.749,gpm_synthetic,simulated
COOLR-SYN-0456,25.563703,92.692841,2011-04-27,0.84,8.43,43.44,30.27,39.04,77.14,0.84,gpm_synthetic,simulated
COOLR-SYN-0457,23.495224,91.402445,2012-08-26,0.05,0.7,0.32,7.68,13.55,17.61,0.046,gpm_synthetic,simulated
COOLR-SYN-0458,26.391438,94.267798,2007-05-20,1.24,0.75,5.36,47.06,86.17,143.87,1.242,gpm_synthetic,simulated
COOLR-SYN-0459,27.595247,88.736231,2008-07-19,0.01,0.09,2.15,7.83,16.48,58.28,0.006,gpm_synthetic,simulated
COOLR-SYN-0460,27.846185,94.469822,2021-06-25,0.91,1.44,0.47,9.23,11.26,32.24,0.912,gpm_synthetic,simulated
COOLR-SYN-0461,25.36292,91.35614,2018-10-02,0.22,14.23,4.05,22.59,63.83,81.74,0.217,gpm_synthetic,simulated
COOLR-SYN-0462,25.578652,90.999086,2020-12-11,0.2,0.75,30.56,61.54,94.05,234.51,0.201,gpm_synthetic,simulated
COOLR-SYN-0463,26.227247,94.266831,2021-07-13,10.07,16.37,86.43,55.32,81.79,243.33,10.074,gpm_synthetic,simulated
COOLR-SYN-0464,24.431858,93.675549,2020-06-01,0.36,0.31,0.84,8.54,14.28,42.19,0.363,gpm_synthetic,simulated
COOLR-SYN-0465,26.372052,94.949253,2019-08-13,0.45,5.21,18.09,26.72,34.24,34.98,0.45,gpm_synthetic,simulated
COOLR-SYN-0466,27.58923,91.565785,2013-06-24,2.85,4.36,6.36,56.73,84.36,232.48,2.853,gpm_synthetic,simulated
COOLR-SYN-0467,26.248443,94.709748,2018-08-23,0.55,3.06,9.94,24.56,29.12,188.26,0.545,gpm_synthetic,simulated
COOLR-SYN-0468,25.409447,92.20829,2011-08-15,5.67,19.67,20.82,46.6,53.83,143.18,5.672,gpm_synthetic,simulated
COOLR-SYN-0469,25.913958,90.537562,2010-06-25,10.22,2.75,64.41,69.72,84.46,130.04,10.222,gpm_synthetic,simulated
COOLR-SYN-0470,23.681463,91.250463,2009-09-06,0.8,0.52,1.46,12.31,13.38,126.96,0.8,gpm_synthetic,simulated
COOLR-SYN-0471,25.195952,91.468073,2021-09-10,4.98,97.96,56.93,223.03,583.56,1646.68,4.985,gpm_synthetic,simulated
COOLR-SYN-0472,26.291126,93.677818,2011-10-02,4.25,26.26,4.05,36.4,50.59,157.82,4.253,gpm_synthetic,simulated
COOLR-SYN-0473,27.099095,88.635416,2008-05-02,1.66,6.31,22.61,34.15,68.12,182.96,1.656,gpm_synthetic,simulated
COOLR-SYN-0474,23.237129,92.438194,2011-11-22,0.34,12.87,12.7,34.55,73.2,82.81,0.341,gpm_synthetic,simulated
COOLR-SYN-0475,27.002656,88.280667,2015-07-13,0.09,0.21,0.3,7.17,9.97,20.66,0.086,gpm_synthetic,simulated
COOLR-SYN-0476,27.673435,88.576341,2011-07-19,1.41,9.17,3.94,58.19,77.59,313.07,1.412,gpm_synthetic,simulated
COOLR-SYN-0477,25.729285,90.014014,2014-10-16,0.88,0.1,7.76,17.09,25.48,35.53,0.877,gpm_synthetic,simulated
COOLR-SYN-0478,24.587585,94.431092,2007-07-23,0.47,13.55,2.8,51.71,57.4,92.84,0.472,gpm_synthetic,simulated
COOLR-SYN-0479,26.438038,94.416665,2009-08-09,3.96,4.79,38.01,33.64,103.8,195.86,3.955,gpm_synthetic,simulated
COOLR-SYN-0480,23.598492,91.209514,2018-09-22,0.01,3.37,0.45,3.72,6.68,9.0,0.009,gpm_synthetic,simulated
COOLR-SYN-0481,25.641216,91.348012,2014-12-21,0.34,6.71,1.47,23.24,30.03,56.74,0.344,gpm_synthetic,simulated
COOLR-SYN-0482,27.290106,88.378384,2016-05-14,3.04,0.68,42.92,70.99,77.49,208.38,3.043,gpm_synthetic,simulated
COOLR-SYN-0483,26.22473,94.129387,2011-06-24,1.29,4.31,32.05,45.07,47.26,59.07,1.288,gpm_synthetic,simulated
COOLR-SYN-0484,25.49238,91.388356,2008-02-11,1.34,2.32,12.28,16.22,33.72,36.94,1.34,gpm_synthetic,simulated
COOLR-SYN-0485,23.688231,92.863766,2018-03-06,1.08,4.78,13.92,47.17,99.81,128.86,1.076,gpm_synthetic,simulated
COOLR-SYN-0486,22.648409,92.548587,2020-04-08,0.05,2.87,1.41,9.9,11.48,21.18,0.052,gpm_synthetic,simulated
