event_id,latitude,longitude,ground_displacement,displacement_class,data_source,data_quality
ISRO-2002-0976,23.652086,91.527082,2.41,stable,sentinel1_synthetic,simulated
ISRO-2021-0977,25.865305,93.716472,0.88,stable,sentinel1_synthetic,simulated
ISRO-2011-0978,27.679664,92.036404,11.39,creep,sentinel1_synthetic,simulated
ISRO-2022-0979,25.553426,90.445138,28.08,creep,sentinel1_synthetic,simulated
ISRO-2000-0980,24.896589,94.45181,0.76,stable,sentinel1_synthetic,simulated
ISRO-2019-0981,23.684414,91.084932,25.54,creep,sentinel1_synthetic,simulated
ISRO-2003-0982,25.101593,94.1235,24.83,creep,sentinel1_synthetic,simulated
ISRO-2002-0983,25.271114,91.570794,2.01,stable,sentinel1_synthetic,simulated
ISRO-2016-0984,27.28205,94.958647,51.48,active,sentinel1_synthetic,simulated
ISRO-2004-0985,23.291751,91.620973,1.34,stable,sentinel1_synthetic,simulated
ISRO-2004-0986,26.764705,92.914706,0.24,stable,sentinel1_synthetic,simulated
ISRO-2015-0987,25.579549,92.717747,1.82,stable,sentinel1_synthetic,simulated
ISRO-2012-0988,25.087021,92.329212,1.05,stable,sentinel1_synthetic,simulated
ISRO-2021-0989,25.343796,91.059405,3.75,stable,sentinel1_synthetic,simulated
ISRO-2008-0990,26.386687,94.70024,4.2,creep,sentinel1_synthetic,simulated
ISRO-2014-0991,25.647138,90.456834,7.89,creep,sentinel1_synthetic,simulated
ISRO-1998-0992,26.596426,94.098027,0.83,stable,sentinel1_synthetic,simulated
ISRO-2003-0993,26.864423,92.85741,62.92,active,sentinel1_synthetic,simulated
ISRO-2012-0994,25.375453,91.216357,47.96,active,sentinel1_synthetic,simulated
ISRO-2020-0995,25.87927,94.06884,1.24,stable,sentinel1_synthetic,simulated
ISRO-2001-0996,26.079719,94.595554,0.49,stable,sentinel1_synthetic,simulated
ISRO-2000-0997,27.071415,88.668495,28.59,active,sentinel1_synthetic,simulated
ISRO-2018-0998,27.529176,88.801548,0.56,stable,sentinel1_synthetic,simulated
ISRO-2017-0999,23.250994,92.922477,13.77,creep,sentinel1_synthetic,simulated
ISRO-2000-1000,25.681982,92.477752,2.8,stable,sentinel1_synthetic,simulated
ISRO-2011-1001,23.698865,91.489029,2.82,stable,sentinel1_synthetic,simulated
ISRO-2019-1002,24.543952,94.132964,0.8,stable,sentinel1_synthetic,simulated
ISRO-2017-1003,25.604936,90.915511,1.66,stable,sentinel1_synthetic,simulated
ISRO-2004-1004,24.993554,94.043508,14.22,creep,sentinel1_synthetic,simulated
ISRO-2012-1005,26.909664,92.750546,2.53,stable,sentinel1_synthetic,simulated
ISRO-2002-1006,25.655311,90.470133,21.04,creep,sentinel1_synthetic,simulated
ISRO-2011-1007,26.196092,93.846613,3.48,stable,sentinel1_synthetic,simulated
ISRO-2012-1008,27.502314,91.904814,3.35,stable,sentinel1_synthetic,simulated
ISRO-2021-1009,24.828298,93.913749,12.57,creep,sentinel1_synthetic,simulated
ISRO-2003-1010,23.474563,91.842347,2.36,stable,sentinel1_synthetic,simulated
ISRO-2003-1011,23.457632,92.488454,3.26,stable,sentinel1_synthetic,simulated
ISRO-2009-1012,25.501021,90.21957,22.99,creep,sentinel1_synthetic,simulated
ISRO-1999-1013,25.014498,94.07606,3.97,stable,sentinel1_synthetic,simulated
ISRO-2015-1014,26.263064,94.07998,14.42,creep,sentinel1_synthetic,simulated
ISRO-2021-1015,27.313878,88.113433,14.02,creep,sentinel1_synthetic,simulated
ISRO-2007-1016,24.839372,94.50525,4.88,stable,sentinel1_synthetic,simulated
ISRO-2013-1017,26.47006,94.274871,1.84,stable,sentinel1_synthetic,simulated
ISRO-2011-1018,25.872095,94.034896,2.29,creep,sentinel1_synthetic,simulated
ISRO-2013-1019,26.541783,93.877856,1.09,stable,sentinel1_synthetic,simulated
ISRO-2012-1020,23.892825,92.561957,4.2,stable,sentinel1_synthetic,simulated
ISRO-2007-1021,23.726498,92.366256,0.27,stable,sentinel1_synthetic,simulated
ISRO-2003-1022,27.14643,88.532339,5.13,active,sentinel1_synthetic,simulated
ISRO-2013-1023,23.735834,92.51975,2.36,stable,sentinel1_synthetic,simulated
ISRO-2007-1024,25.714302,90.936947,1.28,stable,sentinel1_synthetic,simulated
ISRO-2000-1025,28.312296,94.901961,11.66,creep,sentinel1_synthetic,simulated
ISRO-1998-1026,25.640452,91.279573,41.61,active,sentinel1_synthetic,simulated
ISRO-2013-1027,27.530468,88.564317,1.49,stable,sentinel1_synthetic,simulated
ISRO-2019-1028,26.236991,94.457207,2.59,stable,sentinel1_synthetic,simulated
ISRO-2004-1029,26.318777,94.299048,19.33,creep,sentinel1_synthetic,simulated
ISRO-2021-1030,23.453929,92.896868,9.09,creep,sentinel1_synthetic,simulated
ISRO-1999-1031,27.428986,88.547299,56.4,active,sentinel1_synthetic,simulated
ISRO-2007-1032,25.076151,92.047329,11.43,creep,sentinel1_synthetic,simulated
ISRO-2017-1033,25.37475,91.129744,1.44,stable,sentinel1_synthetic,simulated
ISRO-2014-1034,24.032271,91.517056,4.57,stable,sentinel1_synthetic,simulated
ISRO-2022-1035,25.513069,91.283454,2.91,stable,sentinel1_synthetic,simulated
ISRO-2009-1036,25.546604,90.946672,0.88,stable,sentinel1_synthetic,simulated
ISRO-2006-1037,27.974896,94.821431,2.95,stable,sentinel1_synthetic,simulated
ISRO-2014-1038,27.388858,88.151204,27.35,creep,sentinel1_synthetic,simulated
ISRO-2016-1039,26.309717,94.095876,2.46,creep,sentinel1_synthetic,simulated
ISRO-1998-1040,25.304152,91.252361,52.94,active,sentinel1_synthetic,simulated
ISRO-1998-1041,23.522082,91.381684,0.57,stable,sentinel1_synthetic,simulated
ISRO-2018-1042,23.687826,92.345886,1.36,stable,sentinel1_synthetic,simulated
ISRO-2018-1043,25.904762,93.850134,20.29,creep,sentinel1_synthetic,simulated
ISRO-2018-1044,25.705329,90.363497,7.19,stable,sentinel1_synthetic,simulated
ISRO-2018-1045,26.049806,94.512729,12.28,creep,sentinel1_synthetic,simulated
ISRO-2002-1046,26.500504,94.692308,4.86,stable,sentinel1_synthetic,simulated
ISRO-2006-1047,25.508525,90.260967,58.17,active,sentinel1_synthetic,simulated
ISRO-2016-1048,26.668202,94.15457,30.91,creep,sentinel1_synthetic,simulated
ISRO-2002-1049,23.342926,92.936677,1.14,stable,sentinel1_synthetic,simulated
ISRO-2009-1050,24.900701,94.180431,54.2,active,sentinel1_synthetic,simulated
ISRO-2010-1051,24.834727,94.14413,2.18,stable,sentinel1_synthetic,simulated
ISRO-2020-1052,27.590508,88.492876,18.31,creep,sentinel1_synthetic,simulated
ISRO-2021-1053,23.878411,92.416957,16.69,creep,sentinel1_synthetic,simulated
ISRO-2006-1054,27.025736,93.145019,8.56,creep,sentinel1_synthetic,simulated
ISRO-2020-1055,25.072641,94.231536,12.52,creep,sentinel1_synthetic,simulated
ISRO-2017-1056,26.103896,94.410747,2.06,stable,sentinel1_synthetic,simulated
ISRO-2000-1057,26.246127,94.120951,3.42,stable,sentinel1_synthetic,simulated
ISRO-2021-1058,25.596311,91.477863,0.33,stable,sentinel1_synthetic,simulated
ISRO-2014-1059,26.501838,94.144861,27.55,creep,sentinel1_synthetic,simulated
ISRO-2008-1060,27.06278,88.49151,85.78,active,sentinel1_synthetic,simulated
ISRO-1998-1061,27.137125,95.363477,2.17,stable,sentinel1_synthetic,simulated
ISRO-2017-1062,26.204383,93.753513,61.71,active,sentinel1_synthetic,simulated
ISRO-2001-1063,27.807164,91.828331,4.2,stable,sentinel1_synthetic,simulated
ISRO-2015-1064,24.389683,93.934657,50.16,active,sentinel1_synthetic,simulated
ISRO-2010-1065,26.530012,94.647014,2.86,stable,sentinel1_synthetic,simulated
ISRO-2013-1066,25.232842,92.333818,21.02,creep,sentinel1_synthetic,simulated
ISRO-2016-1067,23.682358,91.371027,2.98,stable,sentinel1_synthetic,simulated
ISRO-2000-1068,27.52446,88.406094,10.58,creep,sentinel1_synthetic,simulated
ISRO-2006-1069,27.302152,88.722968,8.42,creep,sentinel1_synthetic,simulated
ISRO-2017-1070,25.605096,92.845887,3.47,stable,sentinel1_synthetic,simulated
ISRO-2005-1071,27.071916,88.483548,25.13,creep,sentinel1_synthetic,simulated
ISRO-2015-1072,27.447019,88.663952,5.67,creep,sentinel1_synthetic,simulated
ISRO-1998-1073,23.580007,92.560865,14.71,creep,sentinel1_synthetic,simulated
ISRO-2019-1074,25.430963,90.820079,1.27,stable,sentinel1_synthetic,simulated
ISRO-2019-1075,24.478254,93.688494,6.04,creep,sentinel1_synthetic,simulated
ISRO-2011-1076,27.275297,88.299479,3.08,stable,sentinel1_synthetic,simulated
ISRO-2004-1077,22.731185,92.627257,9.64,creep,sentinel1_synthetic,simulated
ISRO-2012-1078,26.593,93.839019,2.92,stable,sentinel1_synthetic,simulated
ISRO-2006-1079,23.474644,92.401169,3.01,stable,sentinel1_synthetic,simulated
ISRO-1998-1080,24.868552,94.203907,2.33,stable,sentinel1_synthetic,simulated
ISRO-2005-1081,27.244806,92.7787,1.95,stable,sentinel1_synthetic,simulated
ISRO-2009-1082,24.572432,93.811161,2.08,stable,sentinel1_synthetic,simulated
ISRO-2002-1083,26.99549,93.031914,15.3,creep,sentinel1_synthetic,simulated
ISRO-1999-1084,27.578275,88.378439,1.42,stable,sentinel1_synthetic,simulated
ISRO-2022-1085,23.241143,92.513667,0.76,stable,sentinel1_synthetic,simulated
ISRO-2001-1086,26.454111,92.938438,1.34,stable,sentinel1_synthetic,simulated
ISRO-1998-1087,26.562607,92.802996,22.26,active,sentinel1_synthetic,simulated
ISRO-2001-1088,26.429253,94.032653,1.67,stable,sentinel1_synthetic,simulated
ISRO-2009-1089,25.360015,91.214314,78.58,active,sentinel1_synthetic,simulated
ISRO-2017-1090,24.607837,93.651972,1.65,stable,sentinel1_synthetic,simulated
ISRO-2018-1091,24.996481,94.213977,0.88,stable,sentinel1_synthetic,simulated
ISRO-2001-1092,27.231619,95.061677,2.53,stable,sentinel1_synthetic,simulated
ISRO-2011-1093,26.417581,94.14248,52.18,active,sentinel1_synthetic,simulated
ISRO-2012-1094,27.450741,88.497033,11.88,creep,sentinel1_synthetic,simulated
ISRO-2017-1095,26.464526,94.518647,3.11,stable,sentinel1_synthetic,simulated
ISRO-2012-1096,27.000808,88.18496,1.12,stable,sentinel1_synthetic,simulated
ISRO-2012-1097,27.089534,95.001451,0.54,stable,sentinel1_synthetic,simulated
ISRO-2009-1098,25.64904,91.183181,5.92,creep,sentinel1_synthetic,simulated
ISRO-2016-1099,25.165556,92.158027,1.77,stable,sentinel1_synthetic,simulated
ISRO-2006-1100,26.52217,92.829745,11.18,creep,sentinel1_synthetic,simulated
ISRO-2002-1101,26.290053,92.613907,3.69,creep,sentinel1_synthetic,simulated
ISRO-2020-1102,25.690215,92.861508,19.07,creep,sentinel1_synthetic,simulated
ISRO-2019-1103,25.646236,91.137899,1.25,stable,sentinel1_synthetic,simulated
ISRO-2019-1104,23.687923,91.71067,1.41,stable,sentinel1_synthetic,simulated
ISRO-2000-1105,25.734,90.245055,7.56,creep,sentinel1_synthetic,simulated
ISRO-2002-1106,27.418698,91.623682,36.23,active,sentinel1_synthetic,simulated
ISRO-2017-1107,26.738261,93.94548,72.31,active,sentinel1_synthetic,simulated
ISRO-2020-1108,26.328374,93.776608,3.34,stable,sentinel1_synthetic,simulated
ISRO-1999-1109,27.58649,91.595166,20.01,creep,sentinel1_synthetic,simulated
ISRO-1998-1110,26.236999,93.661329,3.68,stable,sentinel1_synthetic,simulated
ISRO-2016-1111,27.218672,93.067161,2.52,stable,sentinel1_synthetic,simulated
ISRO-2017-1112,27.06803,88.741795,66.12,active,sentinel1_synthetic,simulated
ISRO-2003-1113,25.601395,90.209718,2.16,stable,sentinel1_synthetic,simulated
ISRO-2021-1114,25.269461,91.35341,1.65,stable,sentinel1_synthetic,simulated
ISRO-2013-1115,25.452803,92.665652,49.03,active,sentinel1_synthetic,simulated
ISRO-2008-1116,25.423614,91.853498,43.39,active,sentinel1_synthetic,simulated
ISRO-2007-1117,27.2253,88.655258,38.94,active,sentinel1_synthetic,simulated
ISRO-2003-1118,23.558905,91.268631,2.13,stable,sentinel1_synthetic,simulated
ISRO-2017-1119,27.597688,88.176646,10.21,creep,sentinel1_synthetic,simulated
ISRO-2006-1120,25.534875,92.087371,1.23,stable,sentinel1_synthetic,simulated
ISRO-2004-1121,24.437617,94.003174,50.5,active,sentinel1_synthetic,simulated
ISRO-2020-1122,26.217173,94.682982,0.75,creep,sentinel1_synthetic,simulated
ISRO-1998-1123,27.509431,95.308434,0.41,stable,sentinel1_synthetic,simulated
ISRO-2012-1124,25.42429,91.990489,1.76,stable,sentinel1_synthetic,simulated
ISRO-2001-1125,27.232715,88.564097,4.01,stable,sentinel1_synthetic,simulated
ISRO-2019-1126,26.073028,94.494482,23.71,creep,sentinel1_synthetic,simulated
ISRO-2015-1127,27.266117,88.374371,13.87,creep,sentinel1_synthetic,simulated
ISRO-2014-1128,26.445963,94.305555,12.14,creep,sentinel1_synthetic,simulated
ISRO-2016-1129,27.312004,88.730465,4.89,stable,sentinel1_synthetic,simulated
ISRO-2007-1130,25.493756,92.081217,14.9,creep,sentinel1_synthetic,simulated
ISRO-2000-1131,27.019655,88.232418,1.64,stable,sentinel1_synthetic,simulated
ISRO-2022-1132,24.946493,93.894598,27.75,creep,sentinel1_synthetic,simulated
ISRO-2013-1133,25.747461,90.766641,54.21,active,sentinel1_synthetic,simulated
ISRO-2002-1134,25.451565,91.329323,29.15,creep,sentinel1_synthetic,simulated
ISRO-2014-1135,23.788437,92.620658,44.92,active,sentinel1_synthetic,simulated
ISRO-2009-1136,26.230309,94.508708,3.2,stable,sentinel1_synthetic,simulated
ISRO-2011-1137,27.562249,91.881081,3.06,stable,sentinel1_synthetic,simulated
ISRO-2009-1138,27.243793,88.62832,13.89,creep,sentinel1_synthetic,simulated
ISRO-2016-1139,25.814535,90.15076,1.41,stable,sentinel1_synthetic,simulated
ISRO-2010-1140,26.487263,93.966832,21.45,creep,sentinel1_synthetic,simulated
ISRO-2013-1141,23.63001,92.886084,18.75,creep,sentinel1_synthetic,simulated
ISRO-2005-1142,24.574784,93.696821,46.67,active,sentinel1_synthetic,simulated
ISRO-2010-1143,27.362626,95.107834,15.59,creep,sentinel1_synthetic,simulated
ISRO-1999-1144,25.80905,90.169219,81.58,active,sentinel1_synthetic,simulated
ISRO-2011-1145,23.936176,92.485009,2.62,stable,sentinel1_synthetic,simulated
ISRO-2006-1146,28.282915,94.789323,26.49,active,sentinel1_synthetic,simulated
ISRO-2002-1147,27.101558,88.135592,28.3,creep,sentinel1_synthetic,simulated
ISRO-2010-1148,27.297685,95.336699,4.65,stable,sentinel1_synthetic,simulated
ISRO-2016-1149,26.742523,94.323024,13.14,creep,sentinel1_synthetic,simulated
ISRO-2011-1150,23.679247,91.293338,3.53,stable,sentinel1_synthetic,simulated
ISRO-2002-1151,25.53119,92.073472,16.24,creep,sentinel1_synthetic,simulated
ISRO-2004-1152,25.622569,92.922737,1.23,stable,sentinel1_synthetic,simulated
ISRO-2022-1153,27.446409,88.442099,0.76,stable,sentinel1_synthetic,simulated
ISRO-1999-1154,24.962885,94.648649,2.88,stable,sentinel1_synthetic,simulated
ISRO-2012-1155,26.504669,94.507981,14.71,creep,sentinel1_synthetic,simulated
ISRO-2005-1156,27.596818,91.56448,2.56,stable,sentinel1_synthetic,simulated
ISRO-2013-1157,24.664308,93.770841,0.76,stable,sentinel1_synthetic,simulated
ISRO-2011-1158,25.000006,94.345975,44.46,active,sentinel1_synthetic,simulated
ISRO-2001-1159,24.607227,93.884869,2.04,stable,sentinel1_synthetic,simulated
ISRO-2021-1160,23.860674,91.350438,1.33,stable,sentinel1_synthetic,simulated
ISRO-2021-1161,25.94595,90.288201,0.81,stable,sentinel1_synthetic,simulated
ISRO-2008-1162,23.589765,91.25262,1.91,stable,sentinel1_synthetic,simulated
ISRO-2000-1163,26.717021,94.076146,40.79,active,sentinel1_synthetic,simulated
ISRO-1998-1164,24.982699,94.271902,13.46,creep,sentinel1_synthetic,simulated
ISRO-2004-1165,27.335678,95.035861,1.52,stable,sentinel1_synthetic,simulated
ISRO-2016-1166,26.89123,92.817821,33.69,active,sentinel1_synthetic,simulated
ISRO-1999-1167,25.550584,91.061932,77.13,active,sentinel1_synthetic,simulated
ISRO-2008-1168,24.524129,93.93928,3.97,creep,sentinel1_synthetic,simulated
ISRO-2013-1169,26.238524,94.449817,53.86,active,sentinel1_synthetic,simulated
ISRO-2006-1170,23.813442,92.593033,2.45,stable,sentinel1_synthetic,simulated
ISRO-2004-1171,26.473487,94.065313,5.13,creep,sentinel1_synthetic,simulated
ISRO-2017-1172,23.935423,91.494254,20.1,active,sentinel1_synthetic,simulated
ISRO-2022-1173,25.537339,90.217779,18.75,creep,sentinel1_synthetic,simulated
ISRO-2009-1174,27.607313,91.993341,3.71,creep,sentinel1_synthetic,simulated
ISRO-2011-1175,25.355588,92.820678,2.07,stable,sentinel1_synthetic,simulated
ISRO-2014-1176,26.481101,92.812582,11.14,creep,sentinel1_synthetic,simulated
ISRO-2015-1177,24.572999,93.821124,3.49,stable,sentinel1_synthetic,simulated
ISRO-2008-1178,26.418413,94.713864,2.13,stable,sentinel1_synthetic,simulated
ISRO-2013-1179,26.240712,93.719055,0.82,stable,sentinel1_synthetic,simulated
ISRO-2012-1180,26.477259,94.135963,3.91,stable,sentinel1_synthetic,simulated
ISRO-2012-1181,26.62416,92.902758,3.25,stable,sentinel1_synthetic,simulated
ISRO-2004-1182,25.423941,92.921091,2.18,stable,sentinel1_synthetic,simulated
ISRO-2003-1183,23.239489,92.743397,1.13,stable,sentinel1_synthetic,simulated
ISRO-2022-1184,24.667805,94.250657,8.06,creep,sentinel1_synthetic,simulated
ISRO-1998-1185,26.191207,92.732434,41.13,active,sentinel1_synthetic,simulated
ISRO-2022-1186,23.72888,91.54953,3.74,stable,sentinel1_synthetic,simulated
ISRO-2021-1187,27.202338,92.948336,1.74,stable,sentinel1_synthetic,simulated
ISRO-1999-1188,26.103997,94.938476,0.36,stable,sentinel1_synthetic,simulated
ISRO-2012-1189,23.862769,91.335203,25.72,creep,sentinel1_synthetic,simulated
ISRO-2004-1190,27.153694,92.837946,1.37,stable,sentinel1_synthetic,simulated
ISRO-2020-1191,27.563766,88.165892,21.16,creep,sentinel1_synthetic,simulated
ISRO-2018-1192,25.381159,91.020742,1.2,stable,sentinel1_synthetic,simulated
ISRO-2019-1193,24.867913,94.20374,0.8,stable,sentinel1_synthetic,simulated
ISRO-2012-1194,27.487519,91.887236,1.55,stable,sentinel1_synthetic,simulated
ISRO-2013-1195,26.201544,92.62305,9.86,creep,sentinel1_synthetic,simulated
ISRO-2014-1196,22.720087,92.578669,2.13,stable,sentinel1_synthetic,simulated
ISRO-1999-1197,25.466156,91.210206,2.36,stable,sentinel1_synthetic,simulated
ISRO-2001-1198,23.491191,92.509978,0.55,stable,sentinel1_synthetic,simulated
ISRO-2018-1199,23.677063,91.51305,2.36,stable,sentinel1_synthetic,simulated
ISRO-2020-1200,27.368655,95.196653,37.42,active,sentinel1_synthetic,simulated
COOLR-SYN-0001,23.839055,91.30715,0.49,stable,sentinel1_synthetic,simulated
COOLR-SYN-0002,25.732707,90.280514,3.5,stable,sentinel1_synthetic,simulated
COOLR-SYN-0003,25.262163,91.310009,22.31,creep,sentinel1_synthetic,simulated
COOLR-SYN-0004,26.179193,94.821555,2.71,stable,sentinel1_synthetic,simulated
COOLR-SYN-0005,27.359479,88.693411,68.74,active,sentinel1_synthetic,simulated
COOLR-SYN-0006,27.857116,94.467878,3.4,creep,sentinel1_synthetic,simulated
COOLR-SYN-0007,25.199104,91.94177,12.97,creep,sentinel1_synthetic,simulated
COOLR-SYN-0008,26.167711,94.946664,25.57,active,sentinel1_synthetic,simulated
COOLR-SYN-0009,25.346182,91.122756,16.56,creep,sentinel1_synthetic,simulated
COOLR-SYN-0010,27.09322,93.12341,15.72,creep,sentinel1_synthetic,simulated
COOLR-SYN-0011,26.352878,93.938236,0.22,stable,sentinel1_synthetic,simulated
COOLR-SYN-0012,25.995842,90.512315,17.13,creep,sentinel1_synthetic,simulated
COOLR-SYN-0013,24.583995,94.123938,2.36,stable,sentinel1_synthetic,simulated
COOLR-SYN-0014,27.447858,88.300629,0.31,stable,sentinel1_synthetic,simulated
COOLR-SYN-0015,26.354805,94.009372,1.69,stable,sentinel1_synthetic,simulated
COOLR-SYN-0016,23.579625,91.225923,2.75,stable,sentinel1_synthetic,simulated
COOLR-SYN-0017,26.267916,92.798373,17.78,creep,sentinel1_synthetic,simulated
COOLR-SYN-0018,25.268988,92.868275,10.66,creep,sentinel1_synthetic,simulated
COOLR-SYN-0019,25.353371,92.802101,1.76,stable,sentinel1_synthetic,simulated
COOLR-SYN-0020,25.316211,91.99994,3.06,stable,sentinel1_synthetic,simulated
COOLR-SYN-0021,27.56998,91.608479,2.13,stable,sentinel1_synthetic,simulated
COOLR-SYN-0022,27.00684,88.828015,4.16,stable,sentinel1_synthetic,simulated
COOLR-SYN-0023,25.731431,91.275015,3.02,stable,sentinel1_synthetic,simulated
COOLR-SYN-0024,28.02464,94.801961,2.58,stable,sentinel1_synthetic,simulated
COOLR-SYN-0025,25.308887,92.34653,1.78,stable,sentinel1_synthetic,simulated
COOLR-SYN-0026,24.935123,94.16868,2.57,stable,sentinel1_synthetic,simulated
COOLR-SYN-0027,23.444228,91.720122,13.68,creep,sentinel1_synthetic,simulated
COOLR-SYN-0028,26.374556,92.709577,13.24,creep,sentinel1_synthetic,simulated
COOLR-SYN-0029,22.957572,92.97562,42.38,active,sentinel1_synthetic,simulated
COOLR-SYN-0030,25.513543,92.617845,0.31,stable,sentinel1_synthetic,simulated
COOLR-SYN-0031,26.904968,93.101818,0.53,stable,sentinel1_synthetic,simulated
COOLR-SYN-0032,25.041131,94.123945,11.73,creep,sentinel1_synthetic,simulated
COOLR-SYN-0033,24.636913,93.956661,50.46,active,sentinel1_synthetic,simulated
COOLR-SYN-0034,26.658992,94.146035,11.84,creep,sentinel1_synthetic,simulated
COOLR-SYN-0035,26.283638,94.029361,0.72,stable,sentinel1_synthetic,simulated
COOLR-SYN-0036,22.955186,93.079746,23.49,creep,sentinel1_synthetic,simulated
COOLR-SYN-0037,27.375304,88.018328,18.53,creep,sentinel1_synthetic,simulated
COOLR-SYN-0038,25.473047,91.46878,2.54,stable,sentinel1_synthetic,simulated
COOLR-SYN-0039,26.550587,94.498696,82.11,active,sentinel1_synthetic,simulated
COOLR-SYN-0040,27.875081,91.945881,69.45,active,sentinel1_synthetic,simulated
COOLR-SYN-0041,23.281091,92.959221,0.11,stable,sentinel1_synthetic,simulated
COOLR-SYN-0042,26.167605,92.851852,9.45,creep,sentinel1_synthetic,simulated
COOLR-SYN-0043,28.389951,94.89823,0.81,stable,sentinel1_synthetic,simulated
COOLR-SYN-0044,26.489235,94.961801,20.63,creep,sentinel1_synthetic,simulated
COOLR-SYN-0045,27.710056,88.338914,13.47,creep,sentinel1_synthetic,simulated
COOLR-SYN-0046,22.688349,93.085358,2.95,stable,sentinel1_synthetic,simulated
COOLR-SYN-0047,27.428542,91.951016,13.38,creep,sentinel1_synthetic,simulated
COOLR-SYN-0048,27.349422,88.117505,2.1,stable,sentinel1_synthetic,simulated
COOLR-SYN-0049,23.721759,91.75229,17.77,creep,sentinel1_synthetic,simulated
COOLR-SYN-0050,25.583592,90.486285,3.09,stable,sentinel1_synthetic,simulated
COOLR-SYN-0051,27.046261,95.274911,19.85,creep,sentinel1_synthetic,simulated
COOLR-SYN-0052,23.453347,91.640622,45.01,active,sentinel1_synthetic,simulated
COOLR-SYN-0053,24.910985,94.665585,2.05,stable,sentinel1_synthetic,simulated
COOLR-SYN-0054,25.322694,91.998986,3.15,stable,sentinel1_synthetic,simulated
COOLR-SYN-0055,27.597259,88.514357,24.17,creep,sentinel1_synthetic,simulated
COOLR-SYN-0056,25.388237,92.411634,44.17,active,sentinel1_synthetic,simulated
COOLR-SYN-0057,27.375029,95.059365,0.0,stable,sentinel1_synthetic,simulated
COOLR-SYN-0058,27.156433,88.071376,48.33,active,sentinel1_synthetic,simulated
COOLR-SYN-0059,25.161418,93.964741,16.32,creep,sentinel1_synthetic,simulated
COOLR-SYN-0060,26.636049,93.983477,1.24,stable,sentinel1_synthetic,simulated
COOLR-SYN-0061,26.722872,93.707938,3.71,stable,sentinel1_synthetic,simulated
COOLR-SYN-0062,27.029527,88.42718,20.04,creep,sentinel1_synthetic,simulated
COOLR-SYN-0063,25.654129,92.577063,24.71,creep,sentinel1_synthetic,simulated
COOLR-SYN-0064,26.679202,92.818057,4.12,stable,sentinel1_synthetic,simulated
COOLR-SYN-0065,24.39486,94.076364,7.53,creep,sentinel1_synthetic,simulated
COOLR-SYN-0066,26.678141,94.278574,79.84,active,sentinel1_synthetic,simulated
COOLR-SYN-0067,27.489484,91.897464,15.05,creep,sentinel1_synthetic,simulated
COOLR-SYN-0068,22.793359,92.862636,21.74,creep,sentinel1_synthetic,simulated
COOLR-SYN-0069,24.994389,94.053008,4.57,stable,sentinel1_synthetic,simulated
COOLR-SYN-0070,25.67581,92.902645,30.53,creep,sentinel1_synthetic,simulated
COOLR-SYN-0071,27.160749,95.423582,0.27,stable,sentinel1_synthetic,simulated
COOLR-SYN-0072,27.46759,95.044953,1.98,stable,sentinel1_synthetic,simulated
COOLR-SYN-0073,23.312205,91.697654,4.13,stable,sentinel1_synthetic,simulated
COOLR-SYN-0074,27.695666,91.709101,0.33,stable,sentinel1_synthetic,simulated
COOLR-SYN-0075,22.859405,92.887289,3.27,stable,sentinel1_synthetic,simulated
COOLR-SYN-0076,26.146315,93.014719,0.12,stable,sentinel1_synthetic,simulated
COOLR-SYN-0077,25.080945,92.08286,2.45,stable,sentinel1_synthetic,simulated
COOLR-SYN-0078,27.473332,91.663204,0.41,stable,sentinel1_synthetic,simulated
COOLR-SYN-0079,25.646563,92.543454,11.35,creep,sentinel1_synthetic,simulated
COOLR-SYN-0080,26.900897,92.757859,5.38,stable,sentinel1_synthetic,simulated
COOLR-SYN-0081,23.629534,91.760134,16.35,creep,sentinel1_synthetic,simulated
COOLR-SYN-0082,25.953712,94.44601,26.58,creep,sentinel1_synthetic,simulated
COOLR-SYN-0083,27.617477,92.022242,1.45,stable,sentinel1_synthetic,simulated
COOLR-SYN-0084,26.721789,94.034842,0.6,creep,sentinel1_synthetic,simulated
COOLR-SYN-0085,23.134189,92.674404,10.34,creep,sentinel1_synthetic,simulated
COOLR-SYN-0086,27.387175,88.656609,5.05,stable,sentinel1_synthetic,simulated
COOLR-SYN-0087,25.718288,92.647348,13.84,creep,sentinel1_synthetic,simulated
COOLR-SYN-0088,25.762103,92.791757,2.07,creep,sentinel1_synthetic,simulated
COOLR-SYN-0089,26.433527,93.056509,22.48,creep,sentinel1_synthetic,simulated
COOLR-SYN-0090,23.185602,92.807138,0.12,stable,sentinel1_synthetic,simulated
COOLR-SYN-0091,27.710717,88.408769,27.85,creep,sentinel1_synthetic,simulated
COOLR-SYN-0092,26.704761,93.919223,2.01,stable,sentinel1_synthetic,simulated
COOLR-SYN-0093,23.952179,91.324882,12.14,creep,sentinel1_synthetic,simulated
COOLR-SYN-0094,27.51471,88.836559,2.83,stable,sentinel1_synthetic,simulated
COOLR-SYN-0095,26.53895,94.060542,55.08,active,sentinel1_synthetic,simulated
COOLR-SYN-0096,22.673416,93.082699,13.59,creep,sentinel1_synthetic,simulated
COOLR-SYN-0097,25.673252,91.669729,35.93,active,sentinel1_synthetic,simulated
COOLR-SYN-0098,22.813673,93.052559,1.88,stable,sentinel1_synthetic,simulated
