canonical_event_id,latitude,longitude,date,state,district,event_type,trigger,severity,data_source,data_quality,landslide_event,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,rainfall_data_source,elevation,slope,aspect,curvature,terrain_ruggedness,soil_moisture,soil_texture,soil_ph,soil_organic_carbon,ndvi,land_cover,ground_displacement,historical_landslide_frequency,historical_landslide_distance,population_exposure,infrastructure_exposure,distance_to_road,distance_to_river,is_ner
NEG-001802,24.89643,91.345323,2022-06-11,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.4,1.21,13.64,23.66,27.74,28.58,0.395,gpm_synthetic,,,,,,,,,,,,,0,24.951,180.0,36.09,2.58,0.77,0
NEG-001803,28.19796,90.933678,2017-05-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,89.101,534.0,2.01,2.5,0.5,0
NEG-001804,25.337569,94.170854,2000-08-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,9.17,2.78,11.67,12.89,47.1,0.846,gpm_synthetic,,,,,,,,,,,,,0,10.945,26.0,0.73,0.07,4.5,0
NEG-001805,27.815451,95.418059,2021-07-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,35.04,38.49,45.72,147.63,227.08,677.72,35.037,gpm_synthetic,,,,,,,,,,,,,0,28.671,156.0,4.91,8.06,0.32,0
NEG-001806,25.18169,93.295671,2001-01-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.51,2.24,75.3,53.54,69.94,163.74,0.508,gpm_synthetic,,,,,,,,,,,,,0,38.97,74.0,0.09,3.98,3.05,0
NEG-001807,26.153359,95.070183,2021-12-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.03,2.69,0.65,5.76,7.71,23.67,0.026,gpm_synthetic,,,,,,,,,,,,,0,13.444,8.0,0.9,0.36,2.6,0
NEG-001808,26.25963,91.829043,2019-01-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.91,36.44,33.97,169.62,188.75,672.41,5.905,gpm_synthetic,,,,,,,,,,,,,0,67.447,523.0,11.98,1.98,6.17,0
NEG-001809,26.443872,95.313696,2022-07-10,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,30.03,95.28,467.95,350.0,377.8,597.07,30.034,gpm_synthetic,,,,,,,,,,,,,0,37.919,1264.0,15.05,1.97,0.53,0
NEG-001810,27.017827,93.840491,2010-06-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.5,3.27,9.34,10.65,15.1,34.97,0.503,gpm_synthetic,,,,,,,,,,,,,0,29.245,34.0,0.37,4.16,1.2,0
NEG-001811,24.189571,94.897339,2001-08-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,49.001,185.0,0.94,4.05,5.04,0
NEG-001812,27.948403,91.289205,2012-05-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,41.131,519.0,0.06,0.01,2.63,0
NEG-001813,28.326015,92.596394,2012-01-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.86,18.49,5.62,49.89,75.12,101.36,0.861,gpm_synthetic,,,,,,,,,,,,,0,79.071,8.0,2.34,3.71,0.46,0
NEG-001814,28.284065,95.435778,2020-05-01,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,17.29,31.03,135.24,229.09,264.82,520.67,17.289,gpm_synthetic,,,,,,,,,,,,,0,59.336,51.0,16.26,2.49,1.65,0
NEG-001815,23.523873,90.898922,2021-01-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,17.289,1367.0,0.96,2.05,1.94,0
NEG-001816,28.432696,94.081781,2002-06-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,50.774,122.0,5.95,3.85,2.69,0
NEG-001817,24.53074,90.557971,2007-11-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.04,0.38,92.15,67.62,123.31,193.97,5.04,gpm_synthetic,,,,,,,,,,,,,0,76.521,109.0,6.77,2.12,0.23,0
NEG-001818,26.793368,92.683793,2017-10-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,0.24,0.59,2.13,2.3,8.83,0.047,gpm_synthetic,,,,,,,,,,,,,0,13.91,607.0,1.52,3.77,1.84,0
NEG-001819,24.351385,95.022359,2004-02-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,44.572,554.0,0.6,5.66,0.61,0
NEG-001820,27.826676,91.353877,2022-03-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,30.016,62.0,4.35,0.45,2.02,0
NEG-001821,26.898606,93.741948,2014-04-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.5,3.27,9.34,10.65,15.1,34.97,0.503,gpm_synthetic,,,,,,,,,,,,,0,17.061,182.0,2.31,7.09,0.51,0
NEG-001822,28.985852,94.171543,2016-11-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,78.501,19.0,11.23,2.08,5.15,0
NEG-001823,28.435612,95.402116,2022-10-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,0.17,0.34,1.23,2.0,2.25,0.038,gpm_synthetic,,,,,,,,,,,,,0,56.161,43.0,2.95,1.6,8.92,0
NEG-001824,27.822622,95.361052,2017-12-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,35.04,38.49,45.72,147.63,227.08,677.72,35.037,gpm_synthetic,,,,,,,,,,,,,0,31.209,22.0,0.73,11.21,1.24,0
NEG-001825,26.754588,88.354747,2014-07-15,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,5.85,23.54,21.13,25.15,47.93,0.035,gpm_synthetic,,,,,,,,,,,,,0,21.358,683.0,1.32,1.85,1.47,0
NEG-001826,25.810781,91.610491,2004-11-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.59,0.45,4.71,52.14,155.41,181.68,0.587,gpm_synthetic,,,,,,,,,,,,,0,12.991,71.0,5.89,0.79,1.09,0
NEG-001827,26.801681,95.305437,2005-06-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.36,0.31,1.88,3.24,3.91,16.6,0.357,gpm_synthetic,,,,,,,,,,,,,0,23.652,319.0,4.83,8.48,3.45,0
NEG-001828,24.024887,93.725002,2007-03-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,1.51,6.93,7.86,10.33,15.63,0.072,gpm_synthetic,,,,,,,,,,,,,0,27.121,331.0,0.57,4.18,8.36,0
NEG-001829,26.264615,91.819211,2007-04-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.59,0.45,4.71,52.14,155.41,181.68,0.587,gpm_synthetic,,,,,,,,,,,,,0,67.635,197.0,1.28,1.05,0.53,0
NEG-001830,28.726498,94.028547,2016-03-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,68.228,280.0,7.68,2.14,2.68,0
NEG-001831,23.892111,92.969734,2001-05-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,2.91,37.75,180.26,416.84,1659.11,8.601,gpm_synthetic,,,,,,,,,,,,,0,21.981,1024.0,1.23,0.98,0.05,0
NEG-001832,24.607592,93.319907,2009-09-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.47,0.82,2.39,15.44,15.84,33.54,0.474,gpm_synthetic,,,,,,,,,,,,,0,36.859,513.0,6.54,8.81,1.63,0
NEG-001833,27.031258,92.280145,2019-11-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.94,10.13,6.01,49.77,68.75,104.08,8.942,gpm_synthetic,,,,,,,,,,,,,0,51.251,86.0,5.37,3.08,2.42,0
NEG-001834,24.033313,93.181511,2009-08-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,2.91,37.75,180.26,416.84,1659.11,8.601,gpm_synthetic,,,,,,,,,,,,,0,47.116,648.0,8.85,0.35,2.91,0
NEG-001835,23.315914,92.180733,2013-02-11,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.24,1.42,1.24,2.76,10.3,0.108,gpm_synthetic,,,,,,,,,,,,,0,13.623,528.0,5.74,0.01,1.8,0
NEG-001836,23.287998,92.036977,2003-04-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.39,0.07,7.74,6.27,7.1,13.59,0.393,gpm_synthetic,,,,,,,,,,,,,0,23.685,679.0,7.88,6.0,0.75,0
NEG-001837,25.890179,93.569164,2017-04-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.25,3.34,7.92,13.69,14.51,38.77,1.252,gpm_synthetic,,,,,,,,,,,,,3,5.379,534.0,7.28,1.49,2.6,0
NEG-001838,23.028946,90.792723,2000-02-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,65.254,186.0,15.44,0.71,1.14,0
NEG-001839,23.795494,91.982993,2011-12-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.28,4.64,20.42,28.83,78.58,0.227,gpm_synthetic,,,,,,,,,,,,,0,16.695,380.0,1.39,3.41,0.92,0
NEG-001840,26.743606,95.359286,2009-12-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.36,0.31,1.88,3.24,3.91,16.6,0.357,gpm_synthetic,,,,,,,,,,,,,0,28.799,70.0,1.75,1.68,4.87,0
NEG-001841,24.469523,91.209371,2022-08-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.0,64.86,21.94,172.57,211.61,713.64,0.001,gpm_synthetic,,,,,,,,,,,,,0,43.599,457.0,19.87,18.75,1.5,0
NEG-001842,27.9138,95.376128,2012-04-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,35.04,38.49,45.72,147.63,227.08,677.72,35.037,gpm_synthetic,,,,,,,,,,,,,0,40.337,11.0,1.76,0.82,0.43,0
NEG-001843,26.109087,93.059426,2018-12-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.16,33.27,97.77,117.95,190.25,288.38,2.156,gpm_synthetic,,,,,,,,,,,,,2,6.458,1376.0,11.2,2.21,0.88,0
NEG-001844,28.100573,88.311916,2003-11-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.47,18.31,8.56,15.37,18.14,0.227,gpm_synthetic,,,,,,,,,,,,,0,43.451,11.0,12.73,0.58,1.14,0
NEG-001845,27.217999,94.700226,2010-01-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.96,8.35,5.91,56.56,69.18,218.92,1.958,gpm_synthetic,,,,,,,,,,,,,0,27.976,640.0,2.95,2.67,0.26,0
NEG-001846,25.681259,93.67307,2010-07-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.49,2.68,27.38,21.76,35.51,54.08,0.487,gpm_synthetic,,,,,,,,,,,,,0,14.481,1067.0,3.73,2.91,1.5,0
NEG-001847,24.952682,91.903392,2008-03-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,104.98,788.97,268.96,396.78,412.46,8.604,gpm_synthetic,,,,,,,,,,,,,0,10.628,679.0,18.49,5.37,2.24,0
NEG-001848,26.865518,95.072181,2022-11-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,9.78,3.1,129.8,123.64,166.37,242.05,9.784,gpm_synthetic,,,,,,,,,,,,,0,24.817,63.0,0.78,0.73,2.17,0
NEG-001849,23.174025,93.403698,2021-05-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.08,0.84,1.24,4.82,5.47,7.52,0.081,gpm_synthetic,,,,,,,,,,,,,0,38.62,2974.0,1.57,0.32,2.37,0
NEG-001850,25.73305,92.101888,2010-12-10,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.13,3.5,2.68,82.2,138.32,151.01,1.134,gpm_synthetic,,,,,,,,,,,,,0,22.056,978.0,5.56,2.93,4.4,0
NEG-001851,25.617116,92.284701,2020-07-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.51,13.24,52.7,146.8,518.23,934.07,2.512,gpm_synthetic,,,,,,,,,,,,,0,14.058,299.0,5.94,0.28,2.59,0
NEG-001852,28.563823,94.999695,2012-10-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,0.17,0.34,1.23,2.0,2.25,0.038,gpm_synthetic,,,,,,,,,,,,,0,22.346,3.0,1.61,4.73,0.71,0
NEG-001853,26.474338,89.494119,2001-04-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,7.89,11.57,141.95,260.38,375.39,514.4,7.894,gpm_synthetic,,,,,,,,,,,,,0,83.116,490.0,9.84,0.6,0.15,0
NEG-001854,27.9828,92.179528,2019-10-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.56,5.83,0.34,10.9,26.98,37.16,0.565,gpm_synthetic,,,,,,,,,,,,,0,19.205,21.0,1.58,2.44,8.89,0
NEG-001855,28.124714,92.063232,2018-09-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.56,5.83,0.34,10.9,26.98,37.16,0.565,gpm_synthetic,,,,,,,,,,,,,0,26.953,362.0,6.8,0.09,1.63,0
NEG-001856,26.435283,89.436555,2008-12-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,7.89,11.57,141.95,260.38,375.39,514.4,7.894,gpm_synthetic,,,,,,,,,,,,,0,84.666,252.0,11.5,4.37,2.47,0
NEG-001857,25.654796,94.864922,2004-11-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.28,0.36,2.19,7.31,8.13,18.03,0.284,gpm_synthetic,,,,,,,,,,,,,0,36.579,176.0,3.14,4.95,2.15,0
NEG-001858,25.355652,94.165068,2014-11-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,9.17,2.78,11.67,12.89,47.1,0.846,gpm_synthetic,,,,,,,,,,,,,0,12.14,1456.0,3.0,0.03,0.3,0
NEG-001859,27.060972,88.994868,2017-10-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.47,25.48,26.62,67.37,101.3,116.99,0.467,gpm_synthetic,,,,,,,,,,,,,0,19.221,1647.0,12.52,1.78,7.16,0
NEG-001860,25.828214,93.780158,2007-11-11,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.21,13.03,8.01,38.73,49.33,66.03,1.207,gpm_synthetic,,,,,,,,,,,,,2,6.951,520.0,3.39,0.92,1.51,0
NEG-001861,28.081728,89.41499,2010-07-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.69,2.39,0.41,8.1,10.88,12.06,0.69,gpm_synthetic,,,,,,,,,,,,,0,88.226,193.0,6.72,1.73,5.31,0
NEG-001862,26.74491,88.148805,2013-07-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,,,,,,,,,,,,,0,19.874,136.0,0.62,1.79,1.4,0
NEG-001863,26.772395,93.728198,2021-12-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.86,5.3,16.13,26.31,27.42,178.93,1.859,gpm_synthetic,,,,,,,,,,,,,3,5.939,245.0,1.19,2.07,0.17,0
NEG-001864,28.946258,94.361065,2001-10-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,65.804,892.0,8.04,2.49,0.09,0
NEG-001865,25.400844,95.00585,2017-04-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.98,6.41,0.62,35.21,38.71,78.29,0.978,gpm_synthetic,,,,,,,,,,,,,0,52.984,225.0,4.61,3.49,0.41,0
NEG-001866,24.273704,90.522591,2016-10-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.04,0.38,92.15,67.62,123.31,193.97,5.04,gpm_synthetic,,,,,,,,,,,,,0,61.444,622.0,1.59,0.98,0.37,0
NEG-001867,26.362434,92.995003,2012-05-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.0,0.36,3.98,19.31,44.71,186.15,1.999,gpm_synthetic,,,,,,,,,,,,,3,5.447,294.0,5.34,0.79,4.55,0
NEG-001868,26.835974,91.425175,2018-08-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,53.737,626.0,2.82,3.38,0.21,0
NEG-001869,27.657803,95.030873,2003-01-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.33,10.31,0.48,36.06,41.02,129.74,0.327,gpm_synthetic,,,,,,,,,,,,,1,9.022,884.0,0.3,0.92,0.49,0
NEG-001870,24.919418,92.910028,2022-02-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,3.45,1.93,4.48,5.02,15.7,0.068,gpm_synthetic,,,,,,,,,,,,,0,38.062,1091.0,10.13,0.24,0.98,0
NEG-001871,23.185071,91.791066,2014-02-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.03,28.06,2.16,32.57,53.5,92.81,0.033,gpm_synthetic,,,,,,,,,,,,,1,5.869,210.0,0.39,2.32,1.18,0
NEG-001872,24.37446,94.98571,2013-06-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,39.77,288.0,4.48,3.36,0.28,0
NEG-001873,25.808476,91.906838,2011-06-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.91,36.44,33.97,169.62,188.75,672.41,5.905,gpm_synthetic,,,,,,,,,,,,,0,30.298,550.0,4.15,9.11,0.68,0
NEG-001874,25.30457,93.317647,2019-10-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.51,2.24,75.3,53.54,69.94,163.74,0.508,gpm_synthetic,,,,,,,,,,,,,0,38.202,11.0,2.02,0.89,1.78,0
NEG-001875,24.441764,91.830988,2014-08-01,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.68,4.37,18.99,34.9,37.67,407.16,0.684,gpm_synthetic,,,,,,,,,,,,,0,57.274,67.0,6.25,2.21,0.26,0
NEG-001876,28.113718,88.307221,2004-12-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.47,18.31,8.56,15.37,18.14,0.227,gpm_synthetic,,,,,,,,,,,,,0,44.944,276.0,2.36,1.07,0.51,0
NEG-001877,23.330373,90.70255,2004-10-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,46.149,987.0,2.12,1.88,2.37,0
NEG-001878,28.431802,91.502121,2001-02-04,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,73.227,149.0,0.25,0.02,1.19,0
NEG-001879,25.665673,94.220754,2000-08-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.0,0.04,0.01,0.03,0.05,0.07,0.0,gpm_synthetic,,,,,,,,,,,,,0,25.776,32.0,1.02,1.5,3.97,0
NEG-001880,27.165885,93.391318,2017-01-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.69,31.54,53.0,63.73,112.01,284.5,1.688,gpm_synthetic,,,,,,,,,,,,,0,13.807,425.0,0.55,4.35,0.27,0
NEG-001881,24.47845,92.170799,2020-03-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,3.37,1.74,3.45,13.34,20.33,38.01,3.375,gpm_synthetic,,,,,,,,,,,,,0,59.337,1619.0,1.44,3.02,1.38,0
NEG-001882,22.662772,93.58832,2021-08-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.23,22.37,36.2,94.4,214.13,585.17,1.226,gpm_synthetic,,,,,,,,,,,,,0,54.693,467.0,9.14,4.64,1.62,0
NEG-001883,24.909149,91.356857,2012-11-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.4,1.21,13.64,23.66,27.74,28.58,0.395,gpm_synthetic,,,,,,,,,,,,,0,23.443,216.0,2.87,0.21,2.26,0
NEG-001884,27.193747,94.392648,2012-05-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.63,3.31,0.85,26.92,51.04,61.16,0.63,gpm_synthetic,,,,,,,,,,,,,0,45.413,232.0,0.75,2.07,0.07,0
NEG-001885,25.119886,92.881447,2017-02-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.31,40.87,133.09,179.24,205.25,562.68,0.311,gpm_synthetic,,,,,,,,,,,,,0,16.615,239.0,1.87,3.65,1.82,0
NEG-001886,23.179174,93.271543,2020-07-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.08,0.84,1.24,4.82,5.47,7.52,0.081,gpm_synthetic,,,,,,,,,,,,,0,26.946,792.0,6.95,0.36,0.16,0
NEG-001887,28.288988,94.01305,2011-02-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.38,9.19,11.28,22.41,31.67,0.109,gpm_synthetic,,,,,,,,,,,,,0,56.263,235.0,3.32,2.46,2.1,0
NEG-001888,25.610887,93.979997,2010-06-11,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,4.04,9.33,22.79,63.78,68.88,119.34,4.043,gpm_synthetic,,,,,,,,,,,,,0,27.524,81.0,2.62,1.46,3.14,0
NEG-001889,28.644731,94.312362,2015-06-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,38.489,87.0,2.16,0.79,2.64,0
NEG-001890,28.731399,95.511801,2022-09-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,0.17,0.34,1.23,2.0,2.25,0.038,gpm_synthetic,,,,,,,,,,,,,0,77.942,406.0,29.93,1.53,0.38,0
NEG-001891,22.514984,93.307345,2002-06-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.78,36.22,2.37,183.79,246.01,373.73,1.784,gpm_synthetic,,,,,,,,,,,,,0,30.513,1770.0,2.58,1.27,4.15,0
NEG-001892,27.127019,92.429569,2010-09-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.32,33.99,38.34,46.69,61.39,132.77,0.321,gpm_synthetic,,,,,,,,,,,,,0,36.567,288.0,3.35,1.98,1.56,0
NEG-001893,27.639828,89.05746,2001-10-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.39,166.35,223.7,208.43,348.17,1108.0,2.394,gpm_synthetic,,,,,,,,,,,,,0,28.18,753.0,2.96,0.79,3.54,0
NEG-001894,25.485557,94.915549,2004-01-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.98,6.41,0.62,35.21,38.71,78.29,0.978,gpm_synthetic,,,,,,,,,,,,,0,55.174,1273.0,5.86,12.99,3.03,0
NEG-001895,24.219865,94.585267,2000-01-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.83,2.21,13.84,31.01,36.42,67.29,2.828,gpm_synthetic,,,,,,,,,,,,,0,39.474,595.0,3.78,0.4,3.98,0
NEG-001896,24.924204,91.910894,2003-02-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,104.98,788.97,268.96,396.78,412.46,8.604,gpm_synthetic,,,,,,,,,,,,,0,12.742,2874.0,6.06,2.06,1.37,0
NEG-001897,22.510558,92.466334,2008-08-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,14.87,18.03,29.42,66.7,92.31,205.91,14.874,gpm_synthetic,,,,,,,,,,,,,0,16.336,1177.0,0.22,0.96,3.8,0
NEG-001898,27.370739,94.701857,2008-05-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,4.84,35.27,33.81,63.71,95.09,101.11,4.837,gpm_synthetic,,,,,,,,,,,,,0,27.787,158.0,2.7,2.2,2.67,0
NEG-001899,23.996987,94.849637,2011-07-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,67.098,288.0,13.53,5.78,1.57,0
NEG-001900,25.684912,93.58288,2006-08-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.49,2.68,27.38,21.76,35.51,54.08,0.487,gpm_synthetic,,,,,,,,,,,,,0,14.998,531.0,0.69,0.95,0.65,0
NEG-001901,25.799559,94.481984,2005-08-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.06,0.41,20.12,53.2,137.6,171.47,1.06,gpm_synthetic,,,,,,,,,,,,,0,17.571,391.0,3.43,0.56,0.03,0
NEG-001902,24.210588,93.733568,2016-04-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,1.51,6.93,7.86,10.33,15.63,0.072,gpm_synthetic,,,,,,,,,,,,,2,7.577,2380.0,3.18,0.81,1.54,0
NEG-001903,26.752801,88.253714,2000-02-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,,,,,,,,,,,,,0,18.941,22.0,4.83,4.17,1.57,0
NEG-001904,24.503749,92.710133,2016-12-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.22,22.17,15.52,127.01,140.11,1194.96,0.221,gpm_synthetic,,,,,,,,,,,,,0,65.356,868.0,9.67,0.78,4.23,0
NEG-001905,24.381786,95.117589,2022-10-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,52.071,302.0,0.19,0.95,5.34,0
NEG-001906,23.980823,90.931816,2018-02-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.04,0.38,92.15,67.62,123.31,193.97,5.04,gpm_synthetic,,,,,,,,,,,,,1,9.126,660.0,3.18,2.05,0.21,0
NEG-001907,23.195121,91.015325,2021-02-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,40.363,280.0,9.68,0.66,2.91,0
NEG-001908,27.63957,94.157628,2008-07-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.91,1.44,0.47,9.23,11.26,32.24,0.912,gpm_synthetic,,,,,,,,,,,,,0,41.555,534.0,10.26,0.0,1.16,0
NEG-001909,27.107704,91.617015,2014-03-01,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,24.475,377.0,1.99,0.44,0.08,0
NEG-001910,25.850856,91.821871,2021-08-10,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.91,36.44,33.97,169.62,188.75,672.41,5.905,gpm_synthetic,,,,,,,,,,,,,0,25.958,292.0,4.64,0.23,2.07,0
